date,portfolio_value,position,trades,costs
2021-01-04,99982.09043018024,0.05024875070643247,1.0,7.53731260596487
2021-01-05,99983.8192912423,0.05024875070643247,0.0,0.0
2021-01-06,99974.5868463335,0.05024875070643247,0.0,0.0
2021-01-07,99989.0051681504,0.05024875070643247,0.0,0.0
2021-01-08,99996.48841039454,0.05024875070643247,0.0,0.0
2021-01-11,99969.38606004324,0.05024875070643247,0.0,0.0
2021-01-12,99975.73967948822,0.05024875070643247,0.0,0.0
2021-01-13,99990.73336749223,0.05024875070643247,0.0,0.0
2021-01-14,99989.58111000698,0.05024875070643247,0.0,0.0
2021-01-15,99981.51248341725,0.05024875070643247,0.0,0.0
2021-01-19,99995.912688556,0.05024875070643247,0.0,0.0
2021-01-20,100005.10777966774,0.05024875070643247,0.0,0.0
2021-01-21,100002.23572859076,0.05024875070643247,0.0,0.0
2021-01-22,99992.46268739406,0.05024875070643247,0.0,0.0
2021-01-25,99993.61142713384,0.05024875070643247,0.0,0.0
2021-01-26,99986.12389595127,0.05024875070643247,0.0,0.0
2021-01-27,99971.69671844503,0.05024875070643247,0.0,0.0
2021-01-28,99986.70188482989,0.05024875070643247,0.0,0.0
2021-01-29,99973.43030615027,0.05024875070643247,0.0,0.0
2021-02-01,99989.52735060125,0.05024875070643247,0.0,0.0
2021-02-02,100001.64925424916,0.05024875070643247,0.0,0.0
2021-02-03,100005.68415923548,0.05024875070643247,0.0,0.0
2021-02-04,100016.04599526574,0.05024875070643247,0.0,0.0
2021-02-05,100023.51466773656,0.05024875070643247,0.0,0.0
2021-02-08,100038.4187919928,0.05024875070643247,0.0,0.0
2021-02-09,100029.25216867501,0.05024875070643247,0.0,0.0
2021-02-10,100028.10530597046,0.05024875070643247,0.0,0.0
2021-02-11,100030.39876968272,0.05024875070643247,0.0,0.0
2021-02-12,100038.4187919928,0.05024875070643247,0.0,0.0
2021-02-16,100030.39876968272,0.05024875070643247,0.0,0.0
2021-02-17,100028.67905377875,0.05024875070643247,0.0,0.0
2021-02-18,100021.79088904166,0.05024875070643247,0.0,0.0
2021-02-19,100022.36706281023,0.05024875070643247,0.0,0.0
2021-02-22,100006.83785995732,0.05024875070643247,0.0,0.0
2021-02-23,100018.91983174032,0.05024875070643247,0.0,0.0
2021-02-24,100024.0895079118,0.05024875070643247,0.0,0.0
2021-02-25,99976.21278072792,0.05024875070643247,0.0,0.0
2021-02-26,99961.12214818441,0.05024875070643247,0.0,0.0
2021-03-01,100017.22120798052,0.05024875070643247,0.0,0.0
2021-03-02,100009.71582684845,0.05024875070643247,0.0,0.0
2021-03-03,99993.51142291608,0.05024875070643247,0.0,0.0
2021-03-04,99974.3482169807,0.05024875070643247,0.0,0.0
2021-03-05,99989.45300153914,0.05024875070643247,0.0,0.0
2021-03-08,99952.77203372556,0.05024875070643247,0.0,0.0
2021-03-09,99959.77840935833,0.05024875070643247,0.0,0.0
2021-03-10,99975.51085454322,0.05024875070643247,0.0,0.0
2021-03-11,99994.09027689157,0.05024875070643247,0.0,0.0
2021-03-12,99980.16330041931,0.05024875070643247,0.0,0.0
2021-03-15,99980.74312111057,0.05024875070643247,0.0,0.0
2021-03-16,99969.10870961862,0.05024875070643247,0.0,0.0
2021-03-17,99976.09350606932,0.05024875070643247,0.0,0.0
2021-03-18,99937.55583709128,0.05024875070643247,0.0,0.0
2021-03-19,99956.86017738185,0.05024875070643247,0.0,0.0
2021-03-22,99974.92928260007,0.05024875070643247,0.0,0.0
2021-03-23,99980.16330041933,0.05024875070643247,0.0,0.0
2021-03-24,99983.06803417562,0.05024875070643247,0.0,0.0
2021-03-25,99991.77217416205,0.05024875070643247,0.0,0.0
2021-03-26,100006.82589110214,0.05024875070643247,0.0,0.0
2021-03-29,100009.71582684846,0.05024875070643247,0.0,0.0
2021-03-30,99997.56771108329,0.05024875070643247,0.0,0.0
2021-03-31,100021.83407595375,0.05024875070643247,0.0,0.0
2021-04-01,100032.46494103892,0.05024875070643247,0.0,0.0
2021-04-05,100034.77115267275,0.05024875070643247,0.0,0.0
2021-04-06,100043.41795301862,0.05024875070643247,0.0,0.0
2021-04-07,100041.69136770719,0.05024875070643247,0.0,0.0
2021-04-08,100043.41795301862,0.05024875070643247,0.0,0.0
2021-04-09,100039.96192412416,0.05024875070643247,0.0,0.0
2021-04-12,100034.77115267274,0.05024875070643247,0.0,0.0
2021-04-13,100038.23188510248,0.05024875070643247,0.0,0.0
2021-04-14,100035.92272837918,0.05024875070643247,0.0,0.0
2021-04-15,100056.07277123489,0.05024875070643247,0.0,0.0
2021-04-16,100045.72197205134,0.05024875070643247,0.0,0.0
2021-04-19,100037.65526185802,0.05024875070643247,0.0,0.0
2021-04-20,100028.99966571185,0.05024875070643247,0.0,0.0
2021-04-21,100045.72197205132,0.05024875070643247,0.0,0.0
2021-04-22,100036.50125023196,0.05024875070643247,0.0,0.0
2021-04-23,100049.74878081853,0.05024875070643247,0.0,0.0
2021-04-26,100047.4460424947,0.05024875070643247,0.0,0.0
2021-04-27,100040.53658434069,0.05024875070643247,0.0,0.0
2021-04-28,100050.32345300064,0.05024875070643247,0.0,0.0
2021-04-29,100056.07277123486,0.05024875070643247,0.0,0.0
2021-04-30,100053.77236518603,0.05024875070643247,0.0,0.0
2021-05-03,100055.73130512127,0.05024875070643247,0.0,0.0
2021-05-04,100052.84795455981,0.05024875070643247,0.0,0.0
2021-05-05,100062.64415262388,0.05024875070643247,0.0,0.0
2021-05-06,100060.91739596683,0.05024875070643247,0.0,0.0
2021-05-07,100064.37031609917,0.05024875070643247,0.0,0.0
2021-05-10,100052.84795455981,0.05024875070643247,0.0,0.0
2021-05-11,100047.65522037804,0.05024875070643247,0.0,0.0
2021-05-12,100023.35106483565,0.05024875070643247,0.0,0.0
2021-05-13,100041.30250706304,0.05024875070643247,0.0,0.0
2021-05-14,100057.45984454878,0.05024875070643247,0.0,0.0
2021-05-17,100048.23126256562,0.05024875070643247,0.0,0.0
2021-05-18,100036.09838848085,0.05024875070643247,0.0,0.0
2021-05-19,100022.76989062976,0.05024875070643247,0.0,0.0
2021-05-20,100044.19022539475,0.05024875070643247,0.0,0.0
2021-05-21,100051.69573257538,0.05024875070643247,0.0,0.0
2021-05-24,100057.45984454878,0.05024875070643247,0.0,0.0
2021-05-25,100058.03702058153,0.05024875070643247,0.0,0.0
2021-05-26,100059.76307524969,0.05024875070643247,0.0,0.0
2021-05-27,100057.4598445488,0.05024875070643247,0.0,0.0
2021-05-28,100055.73130512128,0.05024875070643247,0.0,0.0
2021-06-01,100070.80312289,0.05024875070643247,0.0,0.0
2021-06-02,100077.14283976721,0.05024875070643247,0.0,0.0
2021-06-03,100066.76668820993,0.05024875070643247,0.0,0.0
2021-06-04,100077.7188834118,0.05024875070643247,0.0,0.0
2021-06-07,100079.44549469423,0.05024875070643247,0.0,0.0
2021-06-08,100082.89525427198,0.05024875070643247,0.0,0.0
2021-06-09,100086.91875897499,0.05024875070643247,0.0,0.0
2021-06-10,100096.10854048075,0.05024875070643247,0.0,0.0
2021-06-11,100097.827726036,0.05024875070643247,0.0,0.0
2021-06-14,100093.23762839402,0.05024875070643247,0.0,0.0
2021-06-15,100092.66504202865,0.05024875070643247,0.0,0.0
2021-06-16,100085.7715187013,0.05024875070643247,0.0,0.0
2021-06-17,100089.21918216188,0.05024875070643247,0.0,0.0
2021-06-18,100086.91875897499,0.05024875070643247,0.0,0.0
2021-06-21,100096.68353383902,0.05024875070643247,0.0,0.0
2021-06-22,100100.12260211594,0.05024875070643247,0.0,0.0
2021-06-23,100094.96171655844,0.05024875070643247,0.0,0.0
2021-06-24,100110.43073192803,0.05024875070643247,0.0,0.0
2021-06-25,100115.57576231212,0.05024875070643247,0.0,0.0
2021-06-28,100115.00515807285,0.05024875070643247,0.0,0.0
2021-06-29,100121.28827177419,0.05024875070643247,0.0,0.0
2021-06-30,100121.85760596824,0.05024875070643247,0.0,0.0
2021-07-01,100131.69766838131,0.05024875070643247,0.0,0.0
2021-07-02,100139.69597012718,0.05024875070643247,0.0,0.0
2021-07-06,100136.84097440192,0.05024875070643247,0.0,0.0
2021-07-07,100138.55127944949,0.05024875070643247,0.0,0.0
2021-07-08,100127.69707662679,0.05024875070643247,0.0,0.0
2021-07-09,100136.26889182717,0.05024875070643247,0.0,0.0
2021-07-12,100134.55614269729,0.05024875070643247,0.0,0.0
2021-07-13,100119.6824241018,0.05024875070643247,0.0,0.0
2021-07-14,100127.6970766268,0.05024875070643247,0.0,0.0
2021-07-15,100124.26291579136,0.05024875070643247,0.0,0.0
2021-07-16,100117.3897752133,0.05024875070643247,0.0,0.0
2021-07-19,100083.45997381737,0.05024875070643247,0.0,0.0
2021-07-20,100108.7851078615,0.05024875070643247,0.0,0.0
2021-07-21,100120.82807781844,0.05024875070643247,0.0,0.0
2021-07-22,100123.69106985902,0.05024875070643247,0.0,0.0
2021-07-23,100133.41361501456,0.05024875070643247,0.0,0.0
2021-07-26,100125.9780632253,0.05024875070643247,0.0,0.0
2021-07-27,100119.10894192508,0.05024875070643247,0.0,0.0
2021-07-28,100123.11804502722,0.05024875070643247,0.0,0.0
2021-07-29,100133.98491132862,0.05024875070643247,0.0,0.0
2021-07-30,100127.12339554768,0.05024875070643247,0.0,0.0
2021-08-02,100114.65595871022,0.05024875070643247,0.0,0.0
2021-08-03,100120.40628919966,0.05024875070643247,0.0,0.0
2021-08-04,100111.2022641753,0.05024875070643247,0.0,0.0
2021-08-05,100122.70480289476,0.05024875070643247,0.0,0.0
2021-08-06,100116.95598848403,0.05024875070643247,0.0,0.0
2021-08-09,100105.44194402146,0.05024875070643247,0.0,0.0
2021-08-10,100093.90145556703,0.05024875070643247,0.0,0.0
2021-08-11,100101.98302703115,0.05024875070643247,0.0,0.0
2021-08-12,100110.62669671036,0.05024875070643247,0.0,0.0
2021-08-13,100121.55344915048,0.05024875070643247,0.0,0.0
2021-08-16,100123.27898862981,0.05024875070643247,0.0,0.0
2021-08-17,100111.77776572021,0.05024875070643247,0.0,0.0
2021-08-18,100100.25127664201,0.05024875070643247,0.0,0.0
2021-08-19,100099.67333434803,0.05024875070643247,0.0,0.0
2021-08-20,100111.77776572022,0.05024875070643247,0.0,0.0
2021-08-23,100127.29478337086,0.05024875070643247,0.0,0.0
2021-08-24,100134.17662559394,0.05024875070643247,0.0,0.0
2021-08-25,100139.33238422885,0.05024875070643247,0.0,0.0
2021-08-26,100136.46829499293,0.05024875070643247,0.0,0.0
2021-08-27,100150.19862217085,0.05024875070643247,0.0,0.0
2021-08-30,100156.48050912107,0.05024875070643247,0.0,0.0
2021-08-31,100157.62001698211,0.05024875070643247,0.0,0.0
2021-09-01,100161.91021336593,0.05024875070643247,0.0,0.0
2021-09-02,100168.194595118,0.05024875070643247,0.0,0.0
2021-09-03,100168.7663659017,0.05024875070643247,0.0,0.0
2021-09-07,100155.61630223082,0.05024875070643247,0.0,0.0
2021-09-08,100161.33710916954,0.05024875070643247,0.0,0.0
2021-09-09,100165.90962207856,0.05024875070643247,0.0,0.0
2021-09-10,100158.47724333954,0.05024875070643247,0.0,0.0
2021-09-13,100171.04838569096,0.05024875070643247,0.0,0.0
2021-09-14,100168.7663659017,0.05024875070643247,0.0,0.0
2021-09-15,100176.18245049535,0.05024875070643247,0.0,0.0
2021-09-16,100174.4705758524,0.05024875070643247,0.0,0.0
2021-09-17,100168.194595118,0.05024875070643247,0.0,0.0
2021-09-20,100150.46227828371,0.05024875070643247,0.0,0.0
2021-09-21,100159.05012084861,0.05024875070643247,0.0,0.0
2021-09-22,100168.194595118,0.05024875070643247,0.0,0.0
2021-09-23,100170.47742621272,0.05024875070643247,0.0,0.0
2021-09-24,100163.05291071102,0.05024875070643247,0.0,0.0
2021-09-27,100158.47724333956,0.05024875070643247,0.0,0.0
2021-09-28,100135.54008648566,0.05024875070643247,0.0,0.0
