Date,NVDA_rsi14,NVDA_macd,NVDA_macd_signal,NVDA_macd_hist,NVDA_bb_upper,NVDA_bb_middle,NVDA_bb_lower,NVDA_bb_position,NVDA_bb_width,NVDA_stochastic,NVDA_mom_5,NVDA_mom_10,NVDA_mom_20,NVDA_mom_60,NVDA_mom_120,NVDA_roc_10,NVDA_roc_20,NVDA_mom_acceleration,NVDA_vol_5,NVDA_vol_10,NVDA_vol_20,NVDA_vol_60,NVDA_vol_parkinson,NVDA_volvol_20,NVDA_downside_vol_20,NVDA_vol_asymmetry,NVDA_dd_20,NVDA_dd_60,NVDA_dd_120,NVDA_dd_252,NVDA_days_since_high_60,NVDA_days_since_high_120,NVDA_sharpe_20,NVDA_sharpe_60,NVDA_sortino_20,NVDA_sortino_60,NVDA_calmar,NVDA_ma_5_20_cross,NVDA_ma_10_50_cross,NVDA_ma_20_60_cross,NVDA_ma_50_200_cross,NVDA_adx_14,NVDA_adx_28,NVDA_trend_slope_20,NVDA_trend_slope_60,NVDA_skew_20,NVDA_skew_60,NVDA_kurt_20,NVDA_kurt_60,NVDA_autocorr_1,NVDA_autocorr_5,NVDA_autocorr_10,NVDA_mkt_corr_20,NVDA_mkt_corr_60,NVDA_mkt_corr_120,NVDA_beta_60,NVDA_beta_120,NVDA_rel_strength_20,NVDA_rel_strength_60,NVDA_rel_vol,ew_value,ew_vol_5,ew_vol_20,ew_vol_60,ew_ret_5,ew_ret_20,ew_ret_60,ew_dd_60,ew_dd_120,ew_dd_252,ew_sharpe_20,ew_sharpe_60,avg_correlation_60,regime_0,regime_1,regime_2
2011-01-04,1.2418821120893175,-0.17952402745457763,-0.20634702846623612,0.046664191259025795,-0.5638754381343801,-0.5567731809101383,-0.546285840760237,1.358638946707755,-0.4817384196425263,0.7780810004638071,0.8177875503815497,1.012427052528522,0.269702505027439,1.5691570207406422,0.42255541351096365,1.0124270525285206,0.26970250502743887,-0.07485439658087031,-0.2265251630717196,-0.28982907496968474,-0.037374278253177656,-0.10587145996049663,-0.23066488930776033,0.11741003524020607,-0.3655545782849636,0.3894022531000636,0.7518692668563492,0.820081079439113,0.8121330209189594,-0.3393252113617311,-0.28534833440325175,-0.6228061176166794,0.509501347896444,2.0147983469949278,0.2889522891459596,2.4496168866553543,-0.02428225140400983,0.28293933055185955,0.7634100382117831,1.1373177039290878,-0.2822787664506293,-0.4993332098184315,1.2467733907754528,-0.19615009031437858,-0.16366005498816602,0.5460399140585176,0.50684947014356,-0.30806872018916936,-0.6439292388278688,-1.2861203289249612,0.5389633382821812,-0.016304929527250003,-0.7659865788612354,-0.6283172941714374,-0.3128266375096894,-0.4481671038804584,0.14795314872964366,0.07281562320936052,0.9310807088006506,2.0504041046577286,-1.0528650717392127,-0.8660817397560241,-1.1977673535029854,-0.7292476141267826,0.7316412910691908,0.005784869142348539,1.3986543362015005,1.006310128900955,1.0382149180322353,1.0441203721470986,0.09270017845033782,1.629500763116086,-1.0069864418260497,-0.3644202585395019,-0.7346503871473423,0.9374724665560374
2011-01-05,1.1378025233716869,-0.16694055194267948,-0.20376758697154632,0.0761121834446548,-0.5611995847302452,-0.5555608051509561,-0.5468126809650067,2.934288570608776,-0.36799577971315633,2.407009654379522,0.8337635856577171,1.02629776441431,0.41779573425560484,1.4512657714993487,0.5216447704508873,1.0262977644143085,0.41779573425560523,0.4123701930547728,-0.25348875376648367,-0.3061477591760788,-0.18202477020949717,-0.10602470609654747,-0.401101898077624,0.3063041741539345,-0.5672656334478999,0.6060714446943218,2.1806595549625225,1.8058655896329545,1.5616886243075871,0.12427596427129771,-0.28041922009201603,-0.6178909710345724,0.7467186306793784,1.885731862907895,0.5176852943973357,2.3040887811453943,-0.024282388740143806,0.42749973539544345,0.8160440058219115,1.1082135077956978,-0.24009341475505128,-0.4428491693170833,1.2712106608369311,-0.176507011938644,-0.16369612189376406,0.5868020131134813,0.695609925889864,-0.05404551988323377,-0.6279263931656984,-1.3161041148856398,0.5481988841730617,-0.11833983683324197,-0.4764709817388566,-0.6889638630432231,-0.3468089730683726,-0.4843848486463401,0.10036547402146923,0.24124425729003002,0.8949767144128072,1.9637724646102186,-1.0369198757700353,-1.221093184236211,-1.1649530659105527,-0.7554619683557615,1.1116346356929414,0.17771069819996926,1.3279953842070864,1.0587346939097528,1.083783509023986,1.0847635207500217,0.334281904716849,1.5681587056093536,-1.0554297803164292,-0.3644202585395019,-0.7346503871473423,0.9374724665560374
2011-01-06,2.0972436255059215,-0.11195396754335782,-0.19904892332424515,0.22283335773372934,-0.5522291350936062,-0.553636397138695,-0.5532473426839328,4.243213920368228,0.16592159175363116,2.668300500111917,2.2894614567324476,1.5194262233588394,0.8197904983163792,1.981369420306198,1.1097225409026055,1.5194262233588383,0.8197904983163802,0.4717038676437215,0.1878674443373031,-0.23246328945604586,-0.016059439443890648,0.011467984096774466,-0.3091665678631281,0.3041180125425717,-0.5672656334478999,0.8275448743052608,3.396264124863906,2.6445640085016753,2.1994051768760743,1.1564098499385376,-0.27549010578078037,-0.6129758244524655,0.8011414617395222,2.131405404954816,0.6104066990982387,2.6786496840306118,-0.024281096344887173,0.859153509360264,0.9041428238951599,1.093296533992013,-0.18962490232682366,-0.1813514862989455,1.316124162208103,-0.10218778667718004,-0.1573347970608665,0.8982833485289788,0.621920508518981,0.0900007520746153,-0.7157765769990364,-1.3535596437604476,0.46841585617717557,0.3425023660614594,0.33138426071107063,-0.6189352803234519,-0.3693517310447078,-0.3898010613425099,0.07208222898200732,0.4905870604776514,1.3193044434142156,2.2582930123825586,-1.0169096185204547,-1.2181701190726912,-1.0996840120997595,-0.7417981720296654,1.2718200040131205,0.31130577348060534,1.4267505083515297,1.1141146733018108,1.131921011540693,1.1276979109863638,0.49948994412888426,1.6710004869011632,-1.1634413139314457,-0.3644202585395019,-0.7346503871473423,0.9374724665560374
2011-01-07,2.3025712892274033,0.020732360699574633,-0.18367183568939915,0.5658946101826027,-0.5299466716989786,-0.5495759023752931,-0.5708010713161902,2.414864461484276,1.5183480144889354,1.0698538641479185,5.039076252666643,3.3029321436243197,2.075289389667286,2.8003841798659077,1.536213592664756,3.3029321436243197,2.0752893896672866,1.4245336267732758,0.13855176075740794,0.2246507837139158,0.32877732110144703,0.11681388583312155,0.0311089929606985,0.20563053363898354,-0.5672656334478999,1.2291580626452567,1.3327682184390224,1.2208685100543248,1.1168775784554648,1.0543232042645017,-0.2705609914695447,-0.6080606778703586,1.0530772835674727,2.2097053403205758,0.953591717429722,2.8585741625629986,-0.024277192702833402,1.7612650525608098,1.1362769731549172,1.1502653694105887,-0.12420530489392527,0.08014619672155203,1.3849209972308236,0.050307393501313705,-0.135764878954038,0.8427628374436026,0.7356175044845064,-0.4241739072195903,-0.7792767806568648,-0.9039788851636082,0.5047674090750195,0.4473790037987578,-0.0023415490717271104,-0.7464546402924674,-0.20835817016335692,-0.4653253896482886,0.2416620233896833,1.7577645664237875,2.082845679046177,2.8166435582877174,-0.9999359528688544,-1.7074203503379495,-1.0096109004358298,-0.739964086062396,1.6972306808802335,0.44218443509169053,1.4308583273595803,1.0704280940928483,1.0939476709995202,1.0938290533154373,0.6395658539108114,1.6742932610163659,-1.2088411083005146,-0.3644202585395019,-0.7346503871473423,0.9374724665560374
2011-01-10,2.3244453051211105,0.14116904876503358,-0.14337338070580147,0.8047636798097443,-0.51153519342863,-0.544755267691805,-0.5821080501745503,1.9614473501571823,2.489028028545328,1.1306166435181502,5.052251726042314,3.8678522091462555,2.5736304389682134,2.7919891244451454,1.5511593568660846,3.8678522091462555,2.5736304389682134,2.240891423946495,0.13948685196582875,0.06105593625124049,0.28417105714402296,0.1119982221253111,0.14727026976248037,0.007782483692177178,-0.7262783440927572,1.535877519015732,1.5254105663654498,1.353780837478497,1.2179394015516931,1.1289205260916695,-0.265631877158309,-0.6031455312882515,1.5615010441123545,2.205523967574465,1.5603918357215145,2.8494948330441257,-0.0242776181811955,2.6127215043584333,1.4125470106298932,1.2412815122921104,-0.056687536942754906,0.3319143563721964,1.456858021345217,0.19662129633776232,-0.11039499954370066,0.4543693363871976,0.734609788363933,-0.563971423110409,-0.7730134112441557,-0.36849899506298983,0.7269683514115783,0.28777305110525214,-0.057571576588214005,-0.7304196641956617,-0.2635674639121911,-0.45352058850507626,0.22308934519758208,2.107269516379184,2.0638291763962258,2.8071595174687727,-0.9676165844820555,-1.7100934436004387,-1.033390566956946,-0.7243100424553787,1.712464468305774,0.7673711596547278,1.5155760172927337,1.2800181165148687,1.2761279524400648,1.256317734443427,1.0963315479633347,1.7586617446217567,-1.1098646097449372,-0.3644202585395019,-0.7346503871473423,0.9374724665560374
2011-01-11,2.403169280690388,0.25934009084358006,-0.08572250311563241,0.9892782090791206,-0.49320555733725385,-0.5392899652501801,-0.5919115990426657,1.332902970363787,3.3698231679238724,0.729471700283882,5.300022187460004,4.406665924793029,2.942130034936186,3.222510738270118,1.9168338656579753,4.406665924793028,2.942130034936185,2.446719135093262,0.23182157987024443,0.17619231336067284,0.49514730417092256,0.1522179168731962,0.4838866693837231,-0.16668814477981517,-0.7262783440927572,1.7716088655096447,0.5211558959153927,0.6609018987983636,0.6910988135863418,0.7400407722142403,-0.26070276284707333,-0.5982303847061446,1.7965483336736214,2.5407437820795318,1.9242632885142845,3.375043400890173,-0.024265567881122514,3.4757031258260755,1.726000190555777,1.3459435251395329,0.015754146632230678,0.5836825160231025,1.5325386167656732,0.3543064063603471,-0.0831885949490415,0.19508685159092595,0.5597699328337657,-0.9106572444383269,-0.8271137119513986,-0.05491642745289617,0.7553416202481265,0.2327485888432956,0.34394336323739844,-0.47612879042581085,-0.08399159245007488,-0.2334348047289258,0.3700813689312272,2.27271375350163,2.348972158465499,2.3179132455994984,-0.9680673248901125,-1.2002194271301658,-0.8019028561069981,-0.6665306619067725,1.9783040802532001,1.1091384110564408,1.8086683355710729,0.8298582725326864,0.8848390631971709,0.9073226892586737,1.378007421372894,2.0411804874923836,-0.8760686963917587,-0.3644202585395019,-0.7346503871473423,0.9374724665560374
2011-01-12,2.113409158211724,0.3316592327947834,-0.014667738224639758,1.0037097978008191,-0.4799980644993853,-0.5337669210980265,-0.5955177221635413,2.0027838631649066,3.8540486076332496,1.839381830166677,5.009628659069118,4.210068796294599,3.062947157220247,3.0007807126983668,1.7487381118104928,4.210068796294599,3.062947157220247,2.7147869180622983,0.9557935200726771,0.5017620613916131,0.3299012687246415,0.205435126234508,0.375791282914439,-0.36336199981537376,-1.1496035976290433,2.7008171813170727,3.273878877845108,2.560125108131425,2.1352008297170295,1.8059837717382907,-0.2557736485358376,-0.5933152381240377,1.997396738222433,2.321801345797733,2.613268550238769,3.0769584325841413,-0.02428024794922643,4.231711641778468,2.015919840024991,1.4594936065412467,0.0867291847708467,0.8308516524487027,1.5760436448341868,0.46618180785353397,-0.05924972450847207,0.5249292009603823,0.6960715303033674,-1.0710381356077596,-0.889621901517102,-0.3233739946272284,0.7669693925517445,0.3330162653709108,0.616772614610456,-0.3653628273503741,-0.09636138871296415,0.04576513113869652,0.3797924079461635,2.4473294781746318,2.456689668859458,2.0622992222099126,-0.9360315268887107,-0.720927828407132,-1.0816734082700097,-0.7100072524406952,1.6978513985972883,1.3691428974554245,1.6116435079686504,1.2655981330246837,1.2635937839703453,1.2451383659213433,1.9719598597629788,1.8561392998445925,-0.7713577965790098,-0.3644202585395019,-0.7346503871473423,0.9374724665560374
2011-01-13,2.2596534742050887,0.5001694853584421,0.05743539607966395,1.2946488433659995,-0.4538745959442441,-0.5253380374983285,-0.6080941671671212,1.4758668832772326,4.969356342679545,0.8552987655686684,6.577976884770485,6.7267910506860575,4.841031494054105,4.1468541525824385,2.628727654076012,6.726791050686057,4.841031494054105,4.435378504274814,0.9557935200726766,0.49305151619997867,0.5248996466367937,0.31621456728469954,0.7937546951187308,-0.5091121638510936,-1.1496035976290433,2.946221004494535,0.8429235330606273,0.8829033746061794,0.859900867616966,0.8646395649514294,-0.25084453422460196,-0.5884000915419308,2.2969791629589396,2.4734394238894373,3.171849537528298,3.3678651135025524,-0.02408972399353605,5.190562950709889,2.491338225740842,1.6609185271277667,0.1779225053648684,1.0791558682529532,1.636976647546744,0.6622157995645105,-0.017208622217776103,0.17310843051266958,0.6219621207526076,-1.2949399630938903,-0.999275746925135,-0.6069043377973331,1.1197124414693223,0.2665185945480087,0.647456129620794,-0.29044867367486854,-0.06306349637187238,0.17172568317763828,0.4270523813372386,3.9265952809614713,3.4764036635106015,2.363189783082813,-0.9298253771197635,-0.5288108833759481,-0.960384470422528,-0.6378251175533406,2.0364810129973456,1.7966879782141394,1.790401818983421,0.9195875027817149,0.9628336940069148,0.9768869944355527,2.413932692117451,1.996553936966855,-0.8165864669405569,-0.3644202585395019,-0.7346503871473423,0.9374724665560374
2011-01-14,2.3251153342233506,0.6234275290699849,0.15067352822726274,1.3959618901649722,-0.4331064847875234,-0.5165627474208784,-0.6135669929355984,1.2210246687139086,5.640544567816002,0.8947791682782973,3.610342947120258,6.6953292721449165,5.174279099877926,4.219628323235275,2.529676288595164,6.695329272144917,5.174279099877926,5.153702731186722,1.015607364921957,0.5229751504103588,0.22853155367927863,0.300242288969815,0.575039355867539,-0.6305099376567457,-1.7802445933932125,5.685675747864229,0.9706324774838668,0.971015325165771,0.9268980719597861,0.9140925815383464,-0.24591541991336627,-0.5834849449598238,2.771011082953248,2.5357210576637117,5.628403104057311,3.4272266330309797,-0.024240770327723024,5.490464342286277,2.955974158981998,1.8717687578729403,0.26598433770868846,1.3849764068221186,1.689919702868033,0.8159365880167447,0.022002265908142343,0.5206077543015515,0.5715735428472823,-1.4330080929966786,-0.974485176154275,-0.7114950767451915,0.9750625666754359,0.3223106902788846,0.626940265676426,-0.3800391099309654,-0.042879099950961265,0.18966944023417953,0.4436299986747274,4.185402789683309,3.294353490918515,2.057772696899624,-0.9267973368171663,-0.36473544023176063,-1.3002862682096386,-0.6862588164177129,1.7272994166526536,2.107802236901227,1.9480048601597748,0.8767002817946177,0.9255551733056768,0.9436378545437393,3.3823715715572646,2.214661842492113,-0.8723830603551859,-0.3644202585395019,-0.7346503871473423,0.9374724665560374
2011-01-18,2.328487992893656,0.7161563327894338,0.25127145294390063,1.388338025557116,-0.4151351587239145,-0.5076142747462503,-0.615346873149664,0.9011411765258299,6.080657772240844,0.7127170784610785,3.2001855469193194,6.342129331430208,5.27505294410088,4.298769100151636,2.6324904865159704,6.342129331430208,5.27505294410088,5.115461167978194,0.9731805111340548,0.5846223210877116,0.19348936829142271,0.29389358360033996,0.6510598484506717,-0.757668243462325,-1.7802445933932125,5.577547094571595,0.3753740464312159,0.5603206656494493,0.6146204086987646,0.6835893446875985,-0.24098630560213058,-0.5785697983777169,2.8809253552625456,2.595692875672256,5.785205059210236,3.4992998406403957,-0.024264701053370287,5.6774354432153,3.3876963470697636,2.0815209766849727,0.3536042018027866,1.6907969453908769,1.7434713404135116,0.9443913178212228,0.059857502873516606,0.4400666065756197,0.4903200762893251,-1.398925848530126,-0.9666201666249506,-0.8084211729884665,0.9859965561724586,0.31659397145789864,0.5714794195103338,-0.37477048458531337,0.03214152649058199,0.18706447660330133,0.5254296333658981,4.2086861799304955,3.324305291924052,1.9817899662694014,-0.9535070003090758,-0.20728438097752827,-1.2804755841276736,-0.6938734093305553,1.4193883207627458,2.051096813445726,1.860745235847953,0.4772164397869559,0.5783149854051126,0.6339303509629423,3.2577364532719866,2.1234530351252086,-0.8785073667275579,-0.3644202585395019,-0.7346503871473423,0.9374724665560374
