Date,META_rsi14,META_macd,META_macd_signal,META_macd_hist,META_bb_upper,META_bb_middle,META_bb_lower,META_bb_position,META_bb_width,META_stochastic,META_mom_5,META_mom_10,META_mom_20,META_mom_60,META_mom_120,META_roc_10,META_roc_20,META_mom_acceleration,META_vol_5,META_vol_10,META_vol_20,META_vol_60,META_vol_parkinson,META_volvol_20,META_downside_vol_20,META_vol_asymmetry,META_dd_20,META_dd_60,META_dd_120,META_dd_252,META_days_since_high_60,META_days_since_high_120,META_sharpe_20,META_sharpe_60,META_sortino_20,META_sortino_60,META_calmar,META_ma_5_20_cross,META_ma_10_50_cross,META_ma_20_60_cross,META_ma_50_200_cross,META_adx_14,META_adx_28,META_trend_slope_20,META_trend_slope_60,META_skew_20,META_skew_60,META_kurt_20,META_kurt_60,META_autocorr_1,META_autocorr_5,META_autocorr_10,META_mkt_corr_20,META_mkt_corr_60,META_mkt_corr_120,META_beta_60,META_beta_120,META_rel_strength_20,META_rel_strength_60,META_rel_vol,ew_value,ew_vol_5,ew_vol_20,ew_vol_60,ew_ret_5,ew_ret_20,ew_ret_60,ew_dd_60,ew_dd_120,ew_dd_252,ew_sharpe_20,ew_sharpe_60,avg_correlation_60,regime_0,regime_1,regime_2
2013-05-23,-2.8348953195248976,-0.9201914998169434,-0.7758926609056132,-0.4709804996073361,-1.8258236489909783,-1.7763052125818737,-1.7183331594028337,-1.7400734107415419,0.2133390945267591,-1.5316576219677214,-1.4187402785781202,-1.4417565187801005,-0.8098244611987367,-1.072454109505633,-1.0751941628166963,-1.4417565187801,-0.8098244611987371,-0.23005822191790581,-0.5330109115339152,-0.6564180964214297,0.765171519070296,0.646201784063084,0.7694629995116538,-0.4387669872346828,0.32701497521825335,0.18714652445473032,-2.696382114901168,-1.8096399294931789,-3.023890520420817,-3.541052614785573,-1.050581256593848,-1.050581256593848,-1.0203437913306033,-1.5462527468943674,-0.9981174433979646,-1.4027293467486361,-0.0294299188233128,-1.4479251681999714,-0.6760699296338044,-0.5121552517935685,-0.5726515048020364,-0.36454057163876125,-1.0370449786045752,-0.7257353347179901,-0.8888669154732232,1.5679939424848888,1.4850307859740737,0.16496931794687586,-0.6975017663394062,-0.1650178949394823,-0.005947214006814658,-1.2515030174082717,-1.0998592504761229,-2.1056953179973883,-1.6657773508749727,-1.224522855159218,-0.44965667063386283,-1.2497263150017832,-1.4273975752780836,1.000228588377462,-1.492783799018347,-0.02312571137857357,-0.3327414712972917,-0.5241804767464853,-0.6171078707282409,1.6801215161727605,1.580779909240766,0.24910573670324576,0.2577788874146253,0.2577788874146253,1.7056290703893593,1.6721340814120738,-1.117999985633911,0.8897565210026093,-0.27386127875258304,-0.7698003589195009
2013-05-24,-2.724561756472595,-0.9758954507883447,-0.8203938706841674,-0.5046999095633985,-1.823458670103972,-1.7776643116715032,-1.7235049487940604,-2.124830254097372,0.3448834636242363,-2.129033049956569,-1.123461934510576,-1.4569264755708142,-0.8645174237418627,-0.9955763897733432,-1.220138835261228,-1.4569264755708142,-0.8645174237418628,-0.07233804393498147,-0.580184455276317,-0.6626311682273728,0.7634539469393692,0.6189500733866311,0.799361616731728,-0.4372296362379331,0.2878400735966472,0.2317238926643853,-3.3528717411456856,-2.3218689707276035,-3.4127412381338296,-3.573542738047046,-1.0476959797011276,-1.0476959797011276,-1.0848042287548267,-1.4297195083725889,-1.0604767783735851,-1.3014067654341066,-0.029429633867234517,-1.6157523188299572,-0.7703815043783764,-0.5277751903960808,-0.5967483192975825,-0.23549621370023166,-1.0157016515547665,-0.8456277394803692,-0.9052097481816307,1.6313254574337346,1.4531846328762164,0.21145497246163206,-0.6683313249422733,-0.03911056789677644,0.004027336691238619,-1.4398900210742287,-1.1157037146961997,-1.8797725531911393,-1.6837042222173397,-1.0145183240258109,-0.5010187007955589,-1.2306993650201081,-1.2832350537408164,0.9317038901210597,-1.4925021879765383,0.007113560320101775,-0.34736889193503045,-0.5564435797127625,-0.35787953501834474,1.533027963187018,1.4324380786082234,0.25289730891890416,0.261568400986779,0.261568400986779,1.5586584523235403,1.5366398048485448,-1.2167117833754433,0.8897565210026093,-0.27386127875258304,-0.7698003589195009
2013-05-28,-2.7267607111285908,-1.0613966988587433,-0.868090056376164,-0.599959121698785,-1.8192657734060655,-1.7808607141551336,-1.73426444866212,-1.944307952627547,0.6086643745207216,-1.627807729515845,-1.8614451705899158,-1.7052091974473496,-1.4554649484143938,-1.2172583850092287,-1.4113046224697106,-1.70520919744735,-1.4554649484143933,-0.78476740190232,-0.4751627368234816,-0.3529208883146336,0.7135224291674878,0.6700872866291758,0.8371887729609913,-0.41438240410743693,0.4977066776952365,-0.10454576427982831,-3.5366838641950524,-2.46528922261407,-3.5216164939104946,-3.678276978289401,-1.0448107028084075,-1.0448107028084075,-1.818894429056413,-1.7728572268846052,-1.5992430794868606,-1.5864949555296581,-0.02942948927857281,-1.89323160884467,-0.879996696138551,-0.579150850288949,-0.6230897182831129,-0.011642828731398233,-0.977262505248578,-0.9586648843879748,-0.9246333036182656,1.9050255825472546,1.5165050549952086,0.8029399212908412,-0.6588720084667172,-0.13585794325092307,-0.31886861407371037,-1.2926310605913793,-0.6861314145695682,-1.7928705561279514,-1.6480929967862394,-0.9155475176388979,-0.4592047739310994,-1.8240231393649313,-1.4962708721473745,0.9022935013329784,-1.4742890351336708,-0.5973723135171429,-0.40102083294909396,-0.5594725033124757,-0.8603473369615224,1.643750311115237,1.4534364144731409,0.4981166860962261,0.506654635697246,0.506654635697246,1.7244959080949411,1.5612779907731287,-1.2295274150092315,0.8897565210026093,-0.27386127875258304,-0.7698003589195009
2013-05-29,-2.6122801400453612,-1.136762227359325,-0.9248122270632312,-0.6529394090429762,-1.8161052589249993,-1.7844849695389562,-1.7448302584189446,-2.1212731144465313,0.854998411924727,-2.038384434615897,-1.649513738626808,-1.9054508190703747,-1.5901687562500901,-1.3517011169701423,-1.3214612876242522,-1.9054508190703756,-1.5901687562500901,-1.3564376240235105,-0.4589040300729835,-0.5026137348818513,0.6914782502932177,0.633548438051912,0.8777569057834351,-0.3867246350258716,0.42281289524712523,-0.030253703988159217,-4.219437644629063,-2.998010990590084,-3.9260239467163864,-4.067302997248697,-1.0419254259156872,-1.0419254259156872,-1.9997193449248438,-2.0041345967618747,-1.7672376197671602,-1.7812826971068239,-0.02942960615945596,-2.0982066753179227,-1.013139760661519,-0.6338242497299479,-0.6500432332732086,0.26960385818313487,-0.9403690932912829,-1.0624158760909546,-0.9394984098053121,2.0947850511802457,1.6644635243237904,1.0278499272926098,-0.5462568859985076,-0.06680870359892309,-0.10919836477989264,-1.2443840188526447,-0.7883064400733117,-1.8400886713170106,-1.7294986831846282,-0.9771605840503935,-0.5655753004797527,-1.9501605737138463,-1.6340832932984921,0.8974626368349429,-1.5017393620192827,-0.2437995307598221,-0.5227213188082195,-0.5509798925750006,-0.4983581349548467,1.4448985660061022,1.5858530163894577,0.1285292719742563,0.13726788997514397,0.13726788997514397,1.6054497089341602,1.697109481131703,-1.2293627812998753,0.8897565210026093,-0.27386127875258304,-0.7698003589195009
2013-05-30,-3.061919154463448,-1.2376408346252592,-0.9865543771085525,-0.7537895798673814,-1.8139856064314668,-1.7900849638863738,-1.7583223016265794,-1.2248980115321666,1.143312860724583,-0.7269480930756813,-2.2485708048792894,-2.4959072828763746,-2.1835089337479734,-1.4953421101741389,-1.4852535750002975,-2.4959072828763755,-2.183508933747974,-1.9053909297335057,-0.29522086287317906,-0.5600840520337153,0.5362328825820727,0.712817780385107,0.9203745642303977,-0.29816699650460193,0.6084405563471068,-0.3956328747255254,-3.14279378407605,-2.1579546814038815,-3.2883082522700358,-3.4538424981480436,-1.0390401490229668,-1.0390401490229668,-2.8952212305900455,-2.221168758546458,-2.289353419011157,-1.9467245688003785,-0.02943020135286691,-2.3718992745679577,-1.201525095681918,-0.7329091877617298,-0.6802022201664804,0.4676511683534746,-0.9305939887352301,-1.1478622207626463,-0.9618350249853543,2.43203444310706,1.6146047578458862,2.1285237270515447,-0.6057123052444934,0.007904028859561369,-0.07786814544638213,-1.303390603255637,-0.39905440429309963,-1.6862631467526765,-1.6265067952044328,-0.8242843548946973,-0.4534873214917507,-2.454316441451295,-1.7171240750328443,0.5819099069782064,-1.4775545299552117,0.02579535785422933,-0.42177174299530884,-0.47414192687479395,-0.8629745775004815,0.8108658926808143,1.299022577303171,0.45415051432890136,0.46271233547153695,0.46271233547153695,0.815045658949562,1.3407048851882293,-1.168883722791585,0.8897565210026093,-0.27386127875258304,-0.7698003589195009
2013-05-31,-1.825135960400957,-1.2363620464116487,-1.0578522657350171,-0.6003651497457614,-1.8162377824652052,-1.7937092265153505,-1.7633386344674737,-1.2357799791267923,1.2038281784165523,-0.8462478666692118,-0.7494002921533996,-1.5180640944764123,-1.5707491542802248,-1.2174300926057482,-1.342153402948057,-1.5180640944764119,-1.570749154280225,-1.1933358266711962,2.3600125382764054,1.2375896852847004,1.2686441979089709,0.949826876523931,1.3287611575555927,-0.22262437226306797,0.7037898577816838,0.226264772841487,-3.3178573484417666,-2.294548830260595,-3.3920015779946557,-3.553591900438759,-1.0361548721302467,-1.0361548721302467,-1.7702846450692447,-1.7143985344433583,-1.6404374808380835,-1.5600504613426753,-0.029429642298842682,-2.359729337516978,-1.3018355759113764,-0.7959896079408824,-0.7031153500200165,0.5904396272442356,-0.9356687749536781,-1.1722199239327802,-0.9719599457747778,2.155239749420913,1.72167142060552,0.7953184108780643,-0.6104854046231675,-0.5531489103925099,-0.4887917268528337,-1.4504770057721748,-0.5117916016167917,-1.6474690017825806,-1.6364187404317743,-0.6639735659597781,-0.4032122506289865,-1.9661643378867422,-1.4302310053678422,1.5853416129313418,-1.5043880082631584,-0.14458242467709298,-0.41545299098729754,-0.49590477239842035,0.19622336677835303,1.1629807533666265,1.2513439632131225,0.09286826435576291,0.10162624458886697,0.10162624458886697,1.20292659782661,1.3041521556918894,-1.2759493332370127,0.8897565210026093,-0.27386127875258304,-0.7698003589195009
2013-06-03,-1.7716646170463348,-1.2411419581720537,-1.1146129083239342,-0.49150976279651903,-1.8272481776133864,-1.7995231509354412,-1.763801179155013,-1.4434147615791557,1.0372738564689827,-1.14449787302637,-0.8409223371331173,-1.3757248703555156,-2.174973470941126,-1.2448400165073297,-1.276331082106241,-1.3757248703555147,-2.1749734709411257,-2.0293629562886597,2.3626732176992227,1.2009786606476274,0.5333619859248855,0.9528867785172922,0.8767128248882178,-0.1743227898510035,0.621131679168393,-0.4042936119410531,-3.2688170402062693,-2.636034857750211,-3.6512353898033316,-3.8029658847406207,-1.0332695952375264,-1.0332695952375264,-2.8418878422444576,-1.7552705079725415,-2.2419757819402433,-1.5992479990299182,-0.029429330911052563,-2.282472508494423,-1.391764421332781,-0.915816244350401,-0.7201214782995725,0.7574880686862991,-0.9226617607131595,-1.1131974015902908,-0.9838732465507368,2.3856583652529157,1.7474814354019061,2.0910384811874874,-0.607406601440098,-0.643686167735678,-0.4951963361292852,-1.4389333391260866,-1.2373349328191798,-1.6597525832158637,-1.6053042112313705,-0.7551085174532746,-0.44309874437027436,-2.341023924365918,-1.382773658657755,0.39713927238714597,-1.5088294053217528,0.23763131431695306,-0.4858884867125763,-0.42486299467824856,-0.4124029495495567,0.41770972931422223,1.065994108780637,0.033069907097032454,0.041860354995991264,0.041860354995991264,0.4015789413771707,1.0686597474711506,-1.313893430261176,0.8897565210026093,-0.27386127875258304,-0.7698003589195009
2013-06-04,-2.0392406053171284,-1.268673413100483,-1.1610593034273688,-0.4565630408483839,-1.8350367430219656,-1.8051357228699365,-1.7671600049360863,-1.5383681491121766,0.9762997739129912,-1.341343930389025,-0.630208116842212,-1.7465430255109524,-2.153525186444671,-1.5323731597133718,-1.4137432515658306,-1.746543025510952,-2.153525186444671,-2.0425667666672367,2.172297158899989,1.1960712892810637,0.5186691833727614,0.8284831215777498,0.8524699072173778,-0.18782369152935852,0.5947126724781508,-0.38617978469770403,-2.9989412628919347,-2.8614168417333707,-3.822330620991767,-3.967553594957981,-1.030384318344806,-1.030384318344806,-2.821363745538611,-2.2465255125777612,-2.234813847587972,-1.9959670057142187,-0.029429281734256404,-2.1579326046154987,-1.5149965332558026,-1.0130923212886607,-0.7394842264231039,0.9395678024267736,-0.8790373224222622,-1.0884994723460506,-0.9877307965719793,2.402563236115305,1.8594767565449146,2.1381608755383357,-0.4501765488014503,-0.3429811122623021,-0.3016922728877212,-1.4899419144855635,-1.0333054508124557,-1.6965921276506477,-1.6582960295142415,-0.8473870379228485,-0.501739477493305,-2.275964999154697,-1.6765300055989039,0.5043106696663434,-1.5117415858878098,0.23481956721456584,-0.5695660301397696,-0.45040905198886966,-0.5007397011323369,0.09479676352823224,0.8519898433331292,-0.00613929027793339,0.002672446351638796,0.002672446351638796,0.0545094942206493,0.8596413145838476,-1.4057803675086287,0.8897565210026093,-0.27386127875258304,-0.7698003589195009
2013-06-05,-2.327831320322333,-1.3034829918526964,-1.204194432555997,-0.44528426024067325,-1.83950264075157,-1.8102323432485194,-1.7728826245338802,-1.7488290957918358,1.014955813151242,-1.747070359896923,-0.7454084441956371,-1.6753933285923508,-2.0354922322909954,-1.4957147353994542,-1.502427808630957,-1.6753933285923517,-2.0354922322909954,-1.5949960163634482,2.2074768965910962,1.1717751359905213,0.4454055068852392,0.8084903890635141,0.7200455735332632,-0.24105291000221002,0.4674382660285797,-0.2941086001589771,-3.219704009026441,-3.2848567371456827,-4.143778438246715,-4.276775306333983,-1.027499041452086,-1.027499041452086,-2.7011930277468243,-2.192370907640057,-2.1833247923719945,-1.9544254745546221,-0.02942954121751425,-2.0782550137247418,-1.625317228860911,-1.1003625855970798,-0.7631407619497669,1.1587054896408473,-0.8195571679639417,-1.095136015105673,-1.0000325552091869,2.4763230933741327,1.8644441959397313,2.369089148381975,-0.42619705107413486,-0.20962633429316727,-0.3696892674418048,-1.4196581638690484,-0.9002749631514884,-1.5925864230524613,-1.6279022445442708,-0.7733107938373847,-0.4790808918026573,-2.0856229378972526,-1.6009365344721793,0.386971335401233,-1.5430048162005108,-0.03954194519103481,-0.5880148984141178,-0.45172395197677456,-0.894680231500126,-0.07783740850357905,0.8602266614122479,-0.42706311011145975,-0.41802283185366973,-0.41802283185366973,-0.14567109426148894,0.8688938794276422,-1.4201598870686267,-1.1239029738980326,-0.27386127875258304,1.2990381056766578
2013-06-06,-2.3615565623122907,-1.3610549385255801,-1.2462608765438832,-0.48842362944090706,-1.8404304602490753,-1.8152534546337156,-1.782080123956422,-1.5337919806249387,1.1811051320498327,-1.4139034253523846,-0.6097845369069174,-2.0031928149046214,-2.0519438535884733,-1.6456601147166838,-1.605236280377647,-2.0031928149046214,-2.0519438535884733,-1.563416492121603,2.0519815546661015,1.252137181794116,0.46072293813805465,0.8468402570495039,0.7384036818448915,-0.438142730725288,0.4986265027799066,-0.31743883054800054,-3.1542524991143503,-3.23704911271975,-4.10748602299166,-4.241863254819768,-1.0246137645593656,-1.0246137645593656,-2.7146658325285324,-2.4301963813992433,-2.1829238118836622,-2.154527175590436,-0.0294294318739851,-1.9653178481175952,-1.7672664716171704,-1.177457811542652,-0.7839969248792231,1.407857331886507,-0.7458184563136531,-1.145431406720654,-1.0152860928302803,2.4427085329006575,1.9369571306896718,2.3135320849686485,-0.4313895866446204,-0.09069733924611964,-0.06709555732344187,-1.3491782690742393,-0.423203209030507,-1.4333436813682598,-1.539635553661969,-0.6845378941876118,-0.41936350266835715,-1.9159992922177498,-1.6684915780415759,0.1165208577325706,-1.5307817911171098,0.054764218818445266,-0.4865768296583397,-0.36251472416131303,-0.9725715775533244,-0.18124380996016032,0.574170253853982,-0.262493986685466,-0.2535430616399437,-0.2535430616399437,-0.281953311782177,0.5332373796060803,-1.355595999255415,-1.1239029738980326,-0.27386127875258304,1.2990381056766578
