Date,AAPL
2013-05-23,0.001788263408428129
2013-05-24,0.006784511327356533
2013-05-28,-0.008368953100590307
2013-05-29,0.007919681396866971
2013-05-30,0.014790666326365257
2013-05-31,-0.00410492721093174
2013-06-03,0.0021988275445499394
2013-06-04,-0.0031332415918649123
2013-06-05,-0.009391639782566701
2013-06-06,-0.015052788020930992
2013-06-07,0.007611051631923636
2013-06-10,-0.006630828422633916
2013-06-11,-0.0029436991345114217
2013-06-12,-0.01244015796915391
2013-06-13,0.008685346325737014
2013-06-14,-0.013648893581530855
2013-06-17,0.004524003893990029
2013-06-18,-0.0005325233645406868
2013-06-19,-0.020520836770951453
2013-06-20,-0.014669610788192807
2013-06-21,-0.008045028966541532
2013-06-24,-0.026863016329335306
2013-06-25,0.00022362509516258864
2013-06-26,-0.011389902221257495
2013-06-27,-0.0108358077382992
2013-06-28,0.006959316694471366
2013-07-01,0.03150123341675486
2013-07-02,0.022400012032692238
2013-07-03,0.005504828026352054
2013-07-05,-0.008064918945804644
2013-07-08,-0.005693973067310985
2013-07-09,0.017435575917609598
2013-07-10,-0.003842926856706601
2013-07-11,0.015471503805718744
2013-07-12,-0.0018271134467126888
2013-07-15,0.0021779925729647656
2013-07-16,0.006436556508368836
2013-07-17,0.0002554045201817603
2013-07-18,0.003363726289859157
2013-07-19,-0.015897879160775275
2013-07-22,0.0031949232599198874
2013-07-23,-0.017319391945947355
2013-07-24,0.050085772040617746
2013-07-25,-0.004573134271146707
2013-07-26,0.005662174285818
2013-07-29,0.015302283730485066
2013-07-30,0.012274122160453241
2013-07-31,-0.001744465429426216
2013-08-01,0.009128684409070944
2013-08-02,0.012750416341420866
2013-08-05,0.014828755996045646
2013-08-06,-0.00898717770329479
2013-08-07,-0.0005804153103979527
2013-08-08,-0.0019933234575425416
2013-08-09,-0.014332091988559722
2013-08-12,0.0280119421445432
2013-08-13,0.046427792531222006
2013-08-14,0.018075628205209048
2013-08-15,-0.0011840727814934919
2013-08-16,0.008838032400094238
2013-08-19,0.010712566416658792
2013-08-20,-0.013223868280718738
2013-08-21,0.002571017966340124
2013-08-22,0.0011934508180515126
2013-08-23,-0.0038637806041752314
2013-08-26,0.0038840098619236946
2013-08-27,-0.02900695594009534
2013-08-28,0.0047168896468362895
2013-08-29,0.0016283760061694323
2013-08-30,-0.009153286703000503
2013-09-03,0.002787449593282726
2013-09-04,0.020481631630284665
2013-09-05,-0.006881712286197287
2013-09-06,0.005938900310250374
2013-09-09,0.01583092866152397
2013-09-10,-0.0230422782399531
2013-09-11,-0.049525178569087704
2013-09-12,0.010591710179474186
2013-09-13,-0.016617729134378378
2013-09-16,-0.03230816559112421
2013-09-17,0.011486248551465392
2013-09-18,0.02034863748066946
2013-09-19,0.0162654597371262
2013-09-20,-0.0104080137596781
2013-09-23,0.048504211505805084
2013-09-24,-0.0031435974503533607
2013-09-25,-0.015598623200519156
2013-09-26,0.009692659605146559
2013-09-27,-0.007162349131248917
2013-09-30,-0.01250652142688712
2013-10-01,0.023241325021450914
2013-10-02,0.0032734887603630444
2013-10-03,-0.012641890139230935
2013-10-04,-0.0007866183769091436
2013-10-07,0.009724337990799825
2013-10-08,-0.014060644869751292
2013-10-09,0.011679803135400202
2013-10-10,0.006247979414400851
2013-10-11,0.006453578833272918
2013-10-14,0.006532531148747032
2013-10-15,0.005308694322504631
2013-10-16,0.004860965591392586
2013-10-17,0.006741954411144765
2013-10-18,0.008664079110002621
2013-10-21,0.02420869303336397
2013-10-22,-0.0028618982028727315
2013-10-23,0.00974345489731206
2013-10-24,0.01315240370465589
2013-10-25,-0.011249038494568818
2013-10-28,0.007425120266510806
2013-10-29,-0.025227297180632918
2013-10-30,0.015784164565825314
2013-10-31,-0.004199735503656363
2013-11-01,-0.00512097355150811
