Date,BIL_ret_1d,BIL_rsi14,BIL_macd,BIL_macd_signal,BIL_macd_hist,BIL_bb_upper,BIL_bb_middle,BIL_bb_lower,BIL_bb_position,BIL_bb_width,BIL_stochastic,BIL_mom_5,BIL_mom_10,BIL_mom_20,BIL_mom_60,BIL_mom_120,BIL_roc_10,BIL_roc_20,BIL_mom_acceleration,BIL_vol_5,BIL_vol_10,BIL_vol_20,BIL_vol_60,BIL_vol_parkinson,BIL_volvol_20,BIL_downside_vol_20,BIL_vol_asymmetry,BIL_dd_20,BIL_dd_60,BIL_dd_120,BIL_dd_252,BIL_days_since_high_60,BIL_days_since_high_120,BIL_sharpe_20,BIL_sharpe_60,BIL_sortino_20,BIL_sortino_60,BIL_calmar,BIL_ma_5_20_cross,BIL_ma_10_50_cross,BIL_ma_20_60_cross,BIL_ma_50_200_cross,BIL_adx_14,BIL_adx_28,BIL_trend_slope_20,BIL_trend_slope_60,BIL_skew_20,BIL_skew_60,BIL_kurt_20,BIL_kurt_60,BIL_autocorr_1,BIL_autocorr_5,BIL_autocorr_10,BIL_mkt_corr_20,BIL_mkt_corr_60,BIL_mkt_corr_120,BIL_beta_60,BIL_beta_120,BIL_rel_strength_20,BIL_rel_strength_60,BIL_rel_vol,ew_ret_1d,ew_value,ew_vol_5,ew_vol_20,ew_vol_60,ew_ret_5,ew_ret_20,ew_ret_60,ew_dd_60,ew_dd_120,ew_dd_252,ew_sharpe_20,ew_sharpe_60,avg_correlation_60,regime_0,regime_1,regime_2
2012-04-10,-0.016610303783062153,-0.046563339676912556,-0.514243025394475,-0.4169016607163309,-0.4670128549140637,0.5798682773336548,0.587863130382018,0.5942783308963125,0.6617963372005945,0.11430479006837585,-0.024205819945808824,1.0341009411057942,-0.10596154797595983,-0.16045132294612055,0.15981238697808936,-0.3006941452861358,-0.10596154797597805,-0.16045132294613898,-0.01464211412526954,1.0022292781083502,0.7878584586612112,-0.32953909756369504,-0.8829707560299841,-0.1600980693235617,-0.2834288161480641,-0.3661463867139859,-0.013545654221878988,1.019797138991821,1.321103140451787,-0.008269663855897206,-0.37959530813966,-0.6642355363057049,0.2793191604201661,-0.12168754978553954,0.2941147437161389,-0.1916560728508815,0.20228065008293303,-0.24049447113374325,-1.3308747308849602,-0.44814882511990267,-0.08429264690110874,-0.6329604657745789,-0.28552525960858943,2.2896591831087516,-0.9134643111279306,-0.08648574384284363,0.20226481693813306,0.33431587693013914,-0.5531718640474627,-0.8008417836790394,-1.3512380477569887,-1.63364926602225,-1.0378232468274124,-0.25020380313397556,-0.21921658347356937,-1.6437300227265388,-0.27242223680013083,-0.9538622794299785,0.04015838566693094,-0.8221841147372616,-0.36335655168942727,-2.049814899654152,-1.1468197144257275,0.4489867214809495,-0.14958177876713571,-0.3958562617281668,-1.1058054616259614,-0.3044146784926764,1.226501172240225,-0.8938192839301351,-0.8059366275201173,-0.7201445989950305,-0.4529528176416868,1.1674565473294505,-0.43748762277681325,-1.0505121761815974,1.3101757552153603,-0.3466375393928784
2012-04-11,-0.016610303783062153,-0.046563339676912556,-0.30995507178088055,-0.438847088428142,0.4503278329607983,0.5798682773336548,0.587863130382018,0.5942783308963125,0.6617963372005945,0.11430479006837585,-0.024205819945808824,2.12957221494456,-0.10596154797595983,-0.16045132294612055,0.15981238697808936,-0.3006941452861358,-0.10596154797597805,-0.16045132294613898,-0.8004697690386186,0.38978151426505,0.7878584586612112,-0.32953909756369504,-0.8829707560299841,-0.1600980693235617,-0.2851438289804181,-0.3661463867139859,-0.013545654221878988,1.019797138991821,1.321103140451787,-0.008269663855897206,-0.37959530813966,-0.6503440289021506,0.284503781110807,-0.12168754978553954,0.2941147437161389,-0.1916560728508815,0.20228065008293303,-0.24049158013471558,-0.5500104398210562,-0.467873158455579,-0.10146959164317393,-0.6207870166716319,-0.28572977539218936,2.051229564359707,-0.6261440140653229,-0.07312113328481765,0.20226481693813306,0.33431587693013914,-0.5531718640474627,-0.8008417836790394,-1.253451100588516,-1.5914843550749889,-1.0378232468274124,-0.20835567226466623,-0.18184881585990312,-1.650686922203567,-0.22519723654894602,-0.9623577732209707,0.5890025875152713,-0.43555730330389,-0.5507260323296547,0.9793681462117727,-1.1187517639549123,-0.1397327643119328,0.14130814944349337,-0.2515756635462497,-2.565783284375534,-0.8152833324507818,0.8107051751610295,-0.5662194946950277,-0.4901432675617621,-0.42245606999852947,-0.9127033113270079,0.6633966160863286,-0.41892795750235967,-1.0505121761815974,1.3101757552153603,-0.3466375393928784
2012-04-12,-1.3261661344486442,-0.046563339676912556,-0.14855613183005872,-0.4137698042187028,1.0095865847951078,0.5798682773336548,0.587863130382018,0.5942783308963125,-0.5521157761131966,0.11430479006837585,-0.024218443096951064,1.0341009411057942,0.8390077473013237,-0.16045132294612055,0.15981238697808936,-0.49804652500203794,0.8390077473017115,-0.16045132294613898,-0.01464211412526954,0.2143730967921068,0.4747926586694587,-0.32953909756369504,-0.8829707560299841,-0.1600980693235617,-0.21577180918552458,-0.3661463867139859,-0.013545654221878988,-0.3120408113492443,0.2015531114449977,-0.8315514923358758,-0.8790706124752992,-0.6364525214985964,0.2896884018014479,-0.12168754978553954,0.2941147437161389,-0.1916560728508815,0.20228065008293303,-0.24049049795354893,-0.15903375852077042,-0.36924589883177794,-0.11864641128859851,-0.6175700540298856,-0.28593429117945635,1.8127999456166268,-0.33882371700271546,-0.06091922603157268,0.20226481693813306,0.33431587693013914,-0.5531718640474627,-0.8008417836790394,-1.253451100588516,-1.5623089432244437,-1.0206580354254597,-0.24659125779032037,-0.18676946168445652,-1.909720956403422,-0.2279436429887859,-1.1235530447398483,0.9097937162319787,-0.7014415797303043,-0.3795312440285976,1.71272357111137,-1.070712055186693,0.7423691369197534,-0.06027887825776108,-0.24430988932003284,-1.589115172676346,-1.0437118326612524,1.1129380133234252,-0.005515980423528432,0.05035294925716801,0.08705281813711588,-1.1646922630771201,0.9505049419839217,-0.42220323087127015,-1.0505121761815974,1.3101757552153603,-0.3466375393928784
2012-04-13,-1.3228033198805709,-0.6018590902938716,-0.24317001384036105,-0.360025021091424,0.4146900338885715,0.5798682773336548,0.587863130382018,0.5942783308963125,-1.762646518637813,0.11430479006837585,-0.02423103108611241,1.0312809410667372,-1.050724413477146,-0.16045132294612055,-0.17847507275079594,-0.6959847301109804,-1.050724413476987,-0.16045132294613898,-0.01464211412526954,0.2171851229994156,0.4747926586695914,-0.32953909756369504,-0.7602412967095291,-0.1600980693235617,-0.1507033461008496,-0.3661463867139859,-0.013545654221878988,-1.640168906675432,-0.9148783938041127,-1.6525400566696704,-1.3771546206985832,-0.6642355363057049,0.29487302249208874,-0.12168754978553954,-0.13292768773226427,-0.1916560728508815,-0.1746678958621378,-0.24049357907672286,0.2308538512428476,-0.467873158455579,-0.11864641128859851,-0.6125625397764458,-0.2310345627429148,1.6082553397405424,-0.5305930002729697,-0.08417976959825088,0.20226481693813306,0.40883334033915447,-0.5531718640474627,-0.9067037480365735,-1.1461664068343511,-1.191425706734775,-1.2721560447065026,-0.7512890158904096,-0.47164772282751943,-2.029290329308323,-0.42202304599669616,-1.2083539631930258,0.4509265751741562,-0.8865138891701599,-0.5028676044115515,-1.6511765998444015,-1.114015151101546,1.2151065669803158,0.1584153952247253,-0.18746864599852098,-0.026243420780123795,-0.36516170860122377,1.2566042398813244,-0.5109353237305477,-0.43685149303972165,-0.3722195800128898,-0.5128531003022245,1.0507914759706523,-0.5345387975409767,-1.0505121761815974,1.3101757552153603,-0.3466375393928784
2012-04-16,1.2895827123137675,-1.0448583574109587,-0.5366711172981397,-0.3367745237905246,-0.8709556253139735,0.5912037163578866,0.5805166241817629,0.56733158126136,-0.45478178373363476,0.41871791854776125,-0.024218443096951064,-1.1589443518120666,-1.0482986168045487,-0.8972811135457942,-0.5158202275781248,-0.8933715753171159,-1.0482986168044262,-0.8972811135457099,-0.7982808340671689,0.2171851229995694,0.47342803618738427,-0.10754951829840052,-0.6442326760526221,0.1531441394434347,0.010867470905623365,-0.08449781668044272,-0.27033311857746356,-0.3120408113492443,0.2015531114449977,-0.8315514923358758,-0.8790706124752992,-0.6503440289021506,0.30005764318272965,-0.8742048118529325,-0.5439405840785259,-0.8719246559845447,-0.5324246797811767,-0.24049735550882995,-0.06156078832081722,-0.5465567282406477,-0.1529036070924172,-0.6129138822417345,-0.14315825452399702,1.429225357183163,-0.9492959413007255,-0.1416445182075377,0.3936247601957699,0.4957134551732707,-0.6800422110476102,-1.0026596773859853,-0.6290511535063732,-1.4442335916587699,-0.9277269089691383,-0.3059098807349697,-0.13483188621818984,-1.8535342898242926,-0.19156567577614733,-1.1026622248936533,1.0238134587186387,-0.4322644515846193,-0.488949557154201,-0.17779009473647756,-1.1171147014917253,1.5704978045255729,0.3005000073997611,-0.1477531498796755,-0.7869700336240905,-0.9311930155515122,0.6914866752813804,-0.54711224571857,-0.47172462825822425,-0.40509339447834003,-0.9873683156393321,0.4989044848132738,-0.44457114902271694,-1.0505121761815974,1.3101757552153603,-0.3466375393928784
2012-04-17,-0.016610303783062153,-0.5010233661886379,-0.5427375799249282,-0.3794259822892072,-0.7292411270636484,0.5912037163578866,0.5805166241817629,0.56733158126136,-0.45478178373363476,0.41871791854776125,-0.024218443096951064,-1.1617631215018174,-0.10596154797595983,-0.16045132294612055,-0.17847507275079594,-0.49867546228026116,-0.10596154797597805,-0.16045132294613898,-0.01464211412526954,0.21437309679236938,0.7850422987704702,0.12690398780155127,-0.5263339360533049,0.4663863482102682,0.22394660946675937,-0.0844978166804434,-0.013519170515684874,-0.3120408113492443,0.2015531114449977,-0.8315514923358758,-0.8790706124752992,-0.6364525214985964,0.3052422638733705,-0.12168754978571528,-0.13292768773235483,-0.19165607285112093,-0.1746678958622523,-0.24049278552151523,-0.4525417287983657,-0.5465567282406477,-0.1529036070924172,-0.6061140943086776,-0.055281946309030376,1.2501953746250414,-1.1171774711227767,-0.16374559719664525,0.20226481693854795,0.40883334033943464,-0.800463491311787,-1.09498424085997,-0.7781666640320533,-1.1035287435830874,-0.902617065557139,-0.2749954326897017,-0.1667191625318792,-1.693801807451272,-0.2192304111693499,-1.0226208016008158,1.0984145854661094,-0.3078838126752472,-0.4183407580656539,1.8826674204314529,-1.0644634495084522,1.5445569816590667,0.2964591842083475,-0.15565438863821499,-0.5422539856567633,-0.9969726287862578,0.5418431386863048,0.06741566826715542,0.12065620079804316,0.15332549574387122,-1.0432963558062773,0.3628313046365965,-0.5170122220068231,-1.0505121761815974,1.3101757552153603,-0.3466375393928784
2012-04-18,-0.016610303783062153,-0.04656227631403777,-0.5434934389302818,-0.4148131821385464,-0.5942484980108109,0.5804512984907277,0.5731495970142892,0.5635456963183916,-0.40500383282279284,0.35992906752679177,-0.024218443096951064,-1.1617631215018174,0.8365808918060549,-0.8991778862754601,-0.17847507275079594,-0.49867546228026116,0.836580891806386,-0.8991778862753473,-0.016659384019699783,0.21437309679236938,0.47342803618730406,-0.10878666927270465,-0.5263339360533049,0.15233769242530276,0.3175783308690891,-0.0844978166804434,-0.27260837688402767,-0.3120408113492443,0.2015531114449977,-0.8315514923358758,-0.8790706124752992,-0.6225610140950422,0.3104268845640114,-0.8763282046442219,-0.13292768773235483,-0.8736760182053532,-0.1746678958622523,-0.24049507381512017,-0.7457838379327199,-0.4482037677924798,-0.20443331285993158,-0.5993142499745374,0.10953209202607572,1.0711653920669195,-1.0335369712684392,-0.18584667618610595,0.39249950064916095,0.40883334033943464,-0.6801363474549161,-1.09498424085997,-0.6920180113029126,-1.1035287435830874,-0.8737396027280165,-0.4094502489520944,-0.154243532777263,-1.6879272658423135,-0.2019237022130625,-1.0156209806904937,0.7363170047986004,-0.5299502242138627,-0.5963779478203416,-0.4066163168519345,-1.0738361078740537,1.2305978851008519,0.5440553172922212,-0.05984627311915033,1.2628368480044017,-0.6098744406431589,0.8758930065024048,-0.04197888508066968,0.0152041379517491,0.05391913244193347,-0.7013966553916086,0.6264272307613749,-0.4677890457895792,-1.0505121761815974,1.3101757552153603,-0.3466375393928784
2012-04-19,1.2929455268817116,-0.6022034627259784,-0.5400799548265756,-0.44328068509517604,-0.4692797717775916,0.5685838095186997,0.565782569846943,0.5609311723506285,0.7984085665327904,0.2827860900998896,-0.024205819945808824,-1.1617631215018174,-0.10596154797595983,-0.8991778862754601,-0.17847507275079594,-0.6959847301109804,-0.10596154797597805,-0.8991778862753473,-0.8002981039615991,0.21437309679236938,0.19946805871089948,-0.10878666927270465,-0.5263339360533049,0.15233769242530276,0.38900682399018927,-0.0844978166804434,-0.27260837688402767,1.019797138991821,1.321103140451787,-0.008269663855897206,-0.37959530813966,-0.608669506691488,0.31561150525465226,-0.8763282046442219,-0.13292768773235483,-0.8736760182053532,-0.1746678958622523,-0.24049447021698128,-1.0390323540283666,-0.42847926255986185,-0.25596301862655474,-0.6014710937913735,0.16431664665948922,0.9347480152046593,-0.9259419923971466,-0.20794775517474723,0.39249950064916095,0.40883334033943464,-0.6801363474549161,-1.09498424085997,-0.6920180113029126,-1.118294894105627,-0.8697466819915578,-0.4098087957174161,-0.15383438375039776,-1.4933534676446028,-0.20136543393492015,-0.9051742756226875,0.7516875395335709,-0.5137540694587102,-0.5974248066323045,-0.940974855133199,-1.0977586658046876,1.2903486390978212,0.5376833993333376,-0.05312159972431469,0.6266412732411746,-0.5731045890334252,0.7931871306965442,-0.3211950303488876,-0.2539492851159037,-0.1998033859731108,-0.6733205607703486,0.5485481108209082,-0.4547844848597106,-1.0505121761815974,1.3101757552153603,-0.3466375393928784
2012-04-20,-1.3261661344486442,0.5090779618052294,-0.31286777724403586,-0.46534231454101255,0.5418455627059903,0.5685838095186997,0.565782569846943,0.5609311723506285,-0.35506251606453365,0.2827860900998896,-0.024218443096951064,1.0341009411057942,1.7817561316998334,-0.16045132294612055,0.15981238697808936,-0.49804652500203794,1.7817561316998738,-0.16045132294613898,0.7689966058166299,0.21437309679210642,0.0724833180568621,0.1269039878015521,-0.41360545211599525,0.4663863482102682,0.5003402153606903,-0.0844978166804434,-0.013519170515684874,-0.3120408113492443,0.2015531114449977,-0.8315514923358758,-0.8790706124752992,-0.6642355363057049,0.32079612594529316,-0.12168754978571528,0.265644824502258,-0.19165607285112093,0.18400993855220954,-0.24049049795354893,-0.6480428711240042,-0.2512231179548081,-0.27313927552855,-0.5910895218148089,0.12001029571999719,0.755718032646538,-0.5668249838540206,-0.1957490866504177,0.20226481693854795,0.3135612715310799,-0.8004634913117871,-1.1785112702752623,-0.6123907659216508,-1.3907038096593223,-1.095565443548753,-0.5587018612672217,-0.31226714845981834,-1.5701027456192906,-0.312354174360289,-0.964850924619269,0.916407501290212,-0.4023695695299609,-0.5494693349978044,0.29567976560206033,-1.0880139664094812,0.9225148886251183,0.5783175555513778,-0.026730333632434267,-0.5914612672454801,-0.7490975483274345,0.6629659006777142,-0.20745813775502095,-0.1443113773892201,-0.09645115754843887,-0.8056985438121647,0.42002879432224377,-0.5113910711942092,-1.0505121761815974,1.3101757552153603,-0.3466375393928784
2012-04-23,1.2929455268817116,-0.04656227631403777,-0.35404608395512316,-0.4355738486382546,0.25804917135324645,0.5555226665057053,0.5584155426794694,0.5595705592364211,0.8832682217862211,0.1859949820585215,-0.024205819945808824,1.0312809410667372,-0.10596154797595983,-0.8991778862754601,-0.17847507275079594,-0.49867546228026116,-0.10596154797597805,-0.8991778862753473,-0.01464211412526954,0.2171851229994156,0.20271883487917308,0.33138394283808076,-0.29892290996669674,0.7804350039954276,0.6399511703370573,0.12617239776078806,-0.19802610566156786,1.019797138991821,1.321103140451787,-0.008269663855897206,-0.37959530813966,-0.6642355363057049,0.32598074663593407,-0.8154646947686689,-0.13292768773248154,-0.8468017933013373,-0.17466789586240206,-0.24049447021698128,-0.160395133608081,-0.23149775198451816,-0.32466879365655127,-0.5914540880322631,0.07570394477918975,0.5766880500817084,-0.4352755259663267,-0.2190128689439532,0.41932869109299337,0.40883334033966623,-0.8872431280186729,-1.259732623206918,-0.7532863061287216,-1.0637932181634702,-1.322032351840136,-0.6050912053020816,-0.32731191554457906,-1.3602309014517102,-0.332615041923125,-0.8566649013885639,0.6179511875244535,-0.2715137635768413,-0.47808575441222867,-1.4254919675104003,-1.1250536016066797,0.4082591709710284,0.5787761101000961,-0.0891365104288732,0.30218612737161726,-0.5307363230383162,0.43046192901384395,-0.6397724492885417,-0.5610454336473467,-0.4892933256250149,-0.638776954611232,0.23422811867582286,-0.7091788745956432,-1.0505121761815974,1.3101757552153603,-0.3466375393928784
2012-04-24,-0.016610303783062153,0.951733807159114,-0.16389053873207204,-0.4203527326255201,0.9728402597191965,0.5555226665057053,0.5584155426794694,0.5595705592364211,0.8832682217862211,0.1859949820585215,-0.024205819945808824,1.0341009411057942,-0.10596154797595983,-0.16045132294612055,0.15981238697808936,-0.3006941452861358,-0.10596154797597805,-0.16045132294613898,-0.01464211412526954,0.2190580878499291,0.20271883487917308,0.5488223051933362,-0.18972280391418486,1.094483659780393,0.7455530015983787,0.12617239776078806,-0.01350118511065915,1.019797138991821,1.321103140451787,-0.008269663855897206,-0.37959530813966,-0.6642355363057049,0.3311653673265749,-0.12168754978594458,0.2533609165211448,-0.19165607285143382,0.17653420557212757,-0.24049158013471558,0.23059862065051592,-0.2512231179548081,-0.34184473782922564,-0.5810724329756942,-0.08899524058400532,0.3976580675161347,-0.05220403840647482,-0.20797690372626976,0.20226481693886192,0.3062722332808055,-0.9771008031324403,-1.3330479733894596,-0.8854164256637891,-0.7582784609239906,-1.0467859131331951,-0.7939737061989305,-0.5181083901824767,-1.4484148964211632,-0.47081308922795634,-0.9185808336577745,1.0077578551737674,-0.19970629985142815,-0.4420213387999538,0.1588528358434566,-1.1190512125805767,0.8484936317827536,0.6663545591905008,-0.028641247736229048,-0.27053487436884294,-1.0049731162615725,0.18127804543267478,-0.5697145595290783,-0.493512373109095,-0.4256320204825794,-0.987799164580486,-0.010203915773355759,-0.7753000815320552,-1.0505121761815974,1.3101757552153603,-0.3466375393928784
2012-04-25,-1.3261661344486442,0.5087335952405398,-0.015228551598292025,-0.3684915592421982,1.3757406423209853,0.5555226665057053,0.5584155426794694,0.5595705592364211,-0.3042032450756582,0.1859949820585215,-0.024218443096951064,1.0341009411057942,-0.10596154797595983,-0.16045132294612055,0.15981238697808936,-0.10242834156027159,-0.10596154797597805,-0.16045132294613898,-0.01464211412526954,0.2190580878499291,0.20271883487917308,0.5488223051933362,-0.18972280391418486,1.094483659780393,0.6690748017722453,0.12617239776078806,-0.01350118511065915,-0.3120408113492443,0.2015531114449977,-0.8315514923358758,-0.8790706124752992,-0.6503440289021506,0.33634998801721583,-0.12168754978594458,0.2533609165211448,-0.19165607285143382,0.17653420557212757,-0.24049049795354893,0.6215923749108033,-0.2512231179548081,-0.3590205569152408,-0.577855300468654,-0.19859018171834955,0.28844816747646723,0.3308674491532147,-0.19810364181203483,0.20226481693886192,0.3062722332808055,-0.9771008031324403,-1.3330479733894596,-0.8854164256637881,-0.7582784609239908,-1.0696010577193436,-0.860837348838427,-0.518686597491482,-1.8233775655888949,-0.47051292272143863,-1.1888897162876506,1.3439927087486436,-0.28636815552144773,-0.33098582727966547,1.9535057139325742,-1.0645013442605231,-0.31021927149636236,0.443354786447804,-0.0281704197770279,-1.0618014719777256,-1.4188763232103765,0.1980356780874144,0.06697337331567878,0.12022984579596718,0.15292358421091487,-1.3540764352848078,0.00465961933109736,-0.7903845117421815,-1.0505121761815974,1.3101757552153603,-0.3466375393928784
2012-04-26,1.2929455268817116,0.5070152646870886,-0.12134093032055474,-0.29597778767538674,0.6607995153562747,0.5555226665057053,0.5584155426794694,0.5595705592364211,0.8832682217862211,0.1859949820585215,-0.024205819945808824,-0.06395102564076702,-1.050724413477146,-0.16045132294612055,-0.5166886331425099,-0.6959847301109804,-1.050724413476987,-0.16045132294613898,-0.01464211412526954,0.7178977785032341,0.47782351481621277,0.5488223051933362,-0.18972280391412097,1.094483659780393,0.6428986508629642,0.12617239776078806,-0.01350118511065915,1.019797138991821,1.321103140451787,-0.008269663855897206,-0.37959530813966,-0.6642355363057049,0.3415346087078567,-0.12168754978594458,-0.51921629198623,-0.19165607285143382,-0.519313926143112,-0.24049447021698128,0.6215923749108033,-0.3498508073434591,-0.34184473782922564,-0.5746331675051926,-0.24254465605752146,0.20483435017564872,0.2348493563837603,-0.18823037989797747,0.20226481693886192,0.5113944473987457,-0.97710080313244,-1.333047973389588,-0.6725502225428416,-1.0517753699912944,-0.8407192614975878,-1.2624460817134397,-0.6844041381045198,-1.417525761626794,-0.5732582931661128,-0.9219688906155046,0.7918780756477148,-0.6385318531068567,-0.4453061365609271,0.7654223157208481,-1.0418777227363747,0.8886848927125852,0.733295498886747,0.06319149483702807,0.0215434225005671,-0.8684165073492373,0.6659571580441852,0.33102876456172814,0.3747688960542199,0.3928695902116054,-0.878579997513888,0.38635790539419934,-0.8093221511999398,-1.0505121761815974,1.3101757552153603,-0.3466375393928784
2012-04-27,-1.3261661344486442,0.5083896552676598,0.01528843137594507,-0.2601117644296458,1.0771196870227662,0.5555226665057053,0.5584155426794694,0.5595705592364211,-0.3042032450756582,0.1859949820585215,-0.024218443096951064,-0.06395102564076702,0.8390077473013237,-0.16045132294612055,0.15981238697808936,-0.3006941452861358,0.8390077473017115,-0.16045132294613898,-0.01464211412526954,0.7178977785032341,0.4778235148160916,0.5488223051933362,-0.18972280391418486,1.094483659780393,0.5533670082535632,0.12617239776078806,-0.01350118511065915,-0.3120408113492443,0.2015531114449977,-0.8315514923358758,-0.8790706124752992,-0.6642355363057049,0.3467192293984976,-0.12168754978594458,0.2533609165211448,-0.19165607285143382,0.17653420557212757,-0.24049049795354893,0.6215923749108033,-0.2512231179548081,-0.3590205569152408,-0.571416009728863,-0.2864991303930427,0.14507457420011444,0.617920843943612,-0.17835711798483508,0.20226481693886192,0.3062722332808055,-0.9771008031324403,-1.3330479733894596,-0.8854164256637891,-1.0517753699914767,-0.8407192614975874,-0.9160883905956317,-0.5851142211667452,-1.1599985801531754,-0.5016244278625099,-0.7630333302450815,0.4037971817542606,-0.7758179182016778,-0.46103720240744417,0.37232414250530055,-1.0299400298445966,0.7025416180879079,0.7513273345111545,0.07392604744382078,0.8048150664597783,-0.4455248751734967,0.7378281366274205,0.47036154838455535,0.5090802399610507,0.5194806956523287,-0.5702435472403422,0.4443811237456241,-0.6973248964543793,-1.0505121761815974,1.3101757552153603,-0.3466375393928784
2012-04-30,1.2929455268817116,-0.6015151444608435,-0.10059898987464556,-0.20290524712533384,0.38210567582343885,0.5555226665057053,0.5584155426794694,0.5595705592364211,0.8832682217862211,0.1859949820585215,-0.024205819945808824,-0.06395102564076702,0.8365808918060549,-0.16045132294612055,-0.17847507275079594,-0.30045296997815907,0.836580891806386,-0.16045132294613898,0.7689966058166299,0.7178977785032341,0.47948952394796446,0.5488223051933362,-0.07852084801478908,1.094483659780393,0.3929920247346632,0.12617239776078806,-0.01350118511065915,1.019797138991821,1.321103140451787,-0.008269663855897206,-0.37959530813966,-0.6642355363057049,0.35190385008913844,-0.12168754978594458,-0.13292768773260413,-0.19165607285143382,-0.17466789586255202,-0.24049447021698128,0.6215923749108033,-0.1528701575066403,-0.3590205569152408,-0.5646158775865828,-0.2313948861692568,0.10407336260225626,0.5219027511717781,-0.20394630689037702,0.20226481693886192,0.4088333403398828,-0.97710080313244,-1.4050988033626453,-1.0097288700865343,-0.7582784609240728,-0.5654554555543861,-1.0093983321618183,-0.5905010806276357,-0.9663806916931384,-0.5192661387457636,-0.6479756890958199,0.2955391900449371,-0.6390770911711567,-0.46101074674094233,-0.5534743430855225,-1.0434000226957196,0.7017855742840199,0.7572422593551484,0.049994015098985066,0.8399964229004854,-0.24969391239007466,0.6127872907557669,0.31326098538766506,0.35764145315361207,0.3767240851787386,-0.42853838266458255,0.3451773553959164,-0.6934489726305726,-1.0505121761815974,1.3101757552153603,-0.3466375393928784
2012-05-01,-0.016610303783062153,-0.04656227156555089,0.02813548733028553,-0.18132501791859817,0.8220222168708724,0.5685838095186997,0.565782569846943,0.5609311723506285,0.7984085665327904,0.2827860900998896,-0.024205819945808824,-0.06395102564076702,0.8390077473013237,0.5784366514257501,0.15981238697808936,-0.3006941452861358,0.8390077473017115,0.5784366514260566,0.7711855407880795,0.7178977785032341,0.4808521154157931,0.7386096014643888,0.02746274129487123,1.4085323155653586,0.1964637443674022,0.12617239776078806,0.11408071728762621,1.019797138991821,1.321103140451787,-0.008269663855897206,-0.37959530813966,-0.6642355363057049,0.35708847077977934,0.5239172658112984,0.24214699673880918,0.46348964759846983,0.169978134418008,-0.2404915801347156,0.5238364703984177,-0.05424246811798935,-0.3246672956974109,-0.5596063554060712,-0.17629064194959704,0.06307215100007585,0.6534522090593513,-0.19523574828267506,-0.028449105315732432,0.30045737063633515,-1.0395037899134056,-1.4699402891182556,-1.126748264743482,-0.48477784181339706,-0.299769431347042,-1.066552414109749,-0.6747642676492758,-0.9360285122765843,-0.5857582634114273,-0.6287924011652841,0.5565492358338099,-0.5285178524647878,-0.4094636061355598,0.32909707140141925,-1.0326496865547006,0.09544705739553763,0.770330034129352,0.059015126416496026,1.2402705735560606,-0.4226478353591966,0.4627252840741912,0.43873533584536256,0.4785938103335237,0.49074209142274433,-0.5534134042067097,0.21121318572094944,-0.7476826105235923,-1.0505121761815974,1.3101757552153603,-0.3466375393928784
2012-05-02,-0.016610303783062153,-0.04656227156555089,0.1264872242946105,-0.13719474917640015,1.0502583714099496,0.569898196772278,0.5804961032146718,0.5896706155024036,0.7339342694927459,0.06838938326744143,-0.024205819945808824,-0.06395102564076702,0.8390077473013237,1.3155880568438154,0.15981238697808936,-0.49804652500203794,0.8390077473017115,1.3155880568438578,2.340822296759085,0.7178977785032341,0.4808521154157931,0.5092067538675658,0.02746274129487123,1.0952901067983618,-0.014613819888220478,-0.08229785829988308,0.30924630508618395,1.019797138991821,1.321103140451787,-0.008269663855897206,-0.37959530813966,-0.6503440289021506,0.3622730914704202,1.2203581030088035,0.24214699673880918,1.1700491549719991,0.169978134418008,-0.2404915801347156,0.3286033544616719,0.024658735989536332,-0.2389290512520316,-0.5474321376944711,-0.12118639772993728,0.02207093939503275,0.510225776722244,-0.18768789298052665,-0.2494924693378056,0.30045737063633515,-0.9434895662816366,-1.4699402891182556,-1.126748264743482,-0.48856601257432586,-0.31481618031962466,-0.9022362274463437,-0.6929175669047201,-1.0188217544346019,-0.6139695963036287,-0.6765663750379294,0.5990430343512106,-0.37265795088053727,-0.46146081447819753,-0.14333241995291598,-1.0348465037049939,0.06549086461798298,0.6916791187097692,0.01661758685253391,1.318416203739756,-0.6379423481025245,0.28127301752607425,0.4130948162009931,0.4538773541096688,0.4674426607562601,-0.7133185310514448,0.0657175163058223,-0.694129617614866,-1.0505121761815974,1.3101757552153603,-0.3466375393928784
