Date,AMZN
2013-05-23,-0.004421046234954667
2013-05-24,-0.0002292286669446575
2013-05-28,0.020982578256073952
2013-05-29,-0.006606405036446346
2013-05-30,0.004883962971550392
2013-05-31,0.008842827947810024
2013-06-03,-0.00865549172573931
2013-06-04,-0.004431267598892252
2013-06-05,0.00551728322013946
2013-06-06,0.0024673617037049046
2013-06-07,0.033195605661824695
2013-06-10,0.015055669251787106
2013-06-11,-0.022632960298703715
2013-06-12,-0.01138271312266039
2013-06-13,0.015051635999185553
2013-06-14,-0.006548108197605763
2013-06-17,0.01474529346354327
2013-06-18,0.01321875690719595
2013-06-19,-0.012859178717406966
2013-06-20,-0.017114272806039152
2013-06-21,-0.00029259035034523645
2013-06-24,-0.01011092357699874
2013-06-25,0.005454180042599709
2013-06-26,0.019940272068775116
2013-06-27,-7.20856300632063e-05
2013-06-28,0.0005042842626657888
2013-07-01,0.015756234392311146
2013-07-02,0.005761467673002256
2013-07-03,0.0010568088604169046
2013-07-05,0.006492257313242818
2013-07-08,0.016341220106290986
2013-07-09,0.003229572752903339
2013-07-10,0.0027403820850781216
2013-07-11,0.024765191030825195
2013-07-12,0.02598916299096117
2013-07-15,-0.0031915475130483415
2013-07-16,0.0009781132337143296
2013-07-17,0.005913306179670692
2013-07-18,-0.014948065285195457
2013-07-19,0.003676159292773985
2013-07-22,-0.005749917882941064
2013-07-23,-0.008006086055993981
2013-07-24,-0.007066756093342382
2013-07-25,0.014809217701387992
2013-07-26,0.02798317348087875
2013-07-29,-0.019123379533595435
2013-07-30,-0.01212817908251155
2013-07-31,-0.0039428006363923475
2013-08-01,0.014337972795816728
2013-08-02,-0.004460622122421065
2013-08-05,-0.010641164315686208
2013-08-06,-0.0007976923071020597
2013-08-07,-0.012850318159893495
2013-08-08,-0.003948392239609037
2013-08-09,0.005126501251107817
2013-08-12,-0.0019193273373704458
2013-08-13,-0.009210144221576238
2013-08-14,-0.008986702783541713
2013-08-15,-0.01685720047282765
2013-08-16,-0.0057763821457983075
2013-08-19,0.0026297410331214102
2013-08-20,0.0053085875488300864
2013-08-21,-0.00881644796097204
2013-08-22,0.017970145335447177
2013-08-23,0.0009659461337307921
2013-08-26,-0.013189568960891412
2013-08-27,-0.01862027459698588
2013-08-28,0.0023110899866578324
2013-08-29,0.008487205768098971
2013-08-30,-0.01062036118227536
2013-09-03,0.027450900741406745
2013-09-04,0.016620160195735267
2013-09-05,0.0015653022165719257
2013-09-06,0.005966544049003132
2013-09-09,0.012928978446553602
2013-09-10,0.0021663689957090995
2013-09-11,-0.0023999543583138063
2013-09-12,-0.0026065519132503056
2013-09-13,-0.0031502376487780033
2013-09-16,-0.006262821048913529
2013-09-17,0.027024582719098245
2013-09-18,0.02551255905742245
2013-09-19,9.614829509685138e-05
2013-09-20,0.013622152170123327
2013-09-23,-0.01545036876341904
2013-09-24,0.008439675995731834
2013-09-25,-0.004722581876286291
2013-09-26,0.017344344231299522
2013-09-27,-0.006654825378340671
2013-09-30,-0.010721486442218667
2013-10-01,0.026233018889677946
2013-10-02,-0.001371949612563588
2013-10-03,-0.018102997845028192
2013-10-04,0.013506027395252761
2013-10-07,-0.02864739037217301
2013-10-08,-0.02217748340240622
2013-10-09,-0.016626592597698706
2013-10-10,0.02300400552259496
2013-10-11,0.01857016956166753
2013-10-14,-0.0006113678646902032
2013-10-15,-0.013936388630454913
2013-10-16,0.01326026990920579
2013-10-17,0.0009013900805812849
2013-10-18,0.05103372909512395
2013-10-21,-0.007598814035558018
2013-10-22,0.01851400679951153
2013-10-23,-0.017534285936897386
2013-10-24,0.016541402969775063
2013-10-25,0.05103372909512395
2013-10-28,-0.01449679025150475
2013-10-29,0.0125961921490867
2013-10-30,-0.004476471150104848
2013-10-31,0.008136690709960433
2013-11-01,-0.013913847477843608
2013-11-04,-0.0007245235586183747
2013-11-05,0.0004180257170074062
2013-11-06,-0.007579711245596085
2013-11-07,-0.036074482319715294
2013-11-08,0.019456686643551612
2013-11-11,0.01155134975103847
2013-11-12,-0.013780406399571862
2013-11-13,0.018959194192792742
2013-11-14,0.030902654693264076
2013-11-15,0.00480601912984491
2013-11-18,-0.008132220978004097
2013-11-19,-0.0033920743254766627
2013-11-20,-0.006515384033153015
2013-11-21,0.01736221378430155
2013-11-22,0.009147041483999913
2013-11-25,0.011563049436787497
2013-11-26,0.012480196738093181
2013-11-27,0.013905035506630687
2013-11-29,0.017710869281356467
2013-12-02,-0.003359122943609722
2013-12-03,-0.019667024633316335
2013-12-04,0.0033739376339479515
2013-12-05,-0.0038159396124965873
2013-12-06,0.006377662894842839
2013-12-09,-0.005337939882130887
2013-12-10,0.0074806274072929755
2013-12-11,-0.014520251890375866
2013-12-12,-0.0024625855429347733
2013-12-13,0.0078120238753222005
2013-12-16,0.012234851548861331
2013-12-17,-0.0033993484257500988
2013-12-18,0.02121035808747454
2013-12-19,-0.0019465256142438374
2013-12-20,0.01758282029591539
2013-12-23,0.0017885188408174432
2013-12-24,-0.009275527960813797
2013-12-26,0.012917239903541397
2013-12-27,-0.015726782093232333
2013-12-30,-0.011902265821576153
2013-12-31,0.013684312548159876
2014-01-02,-0.0020583553089593668
2014-01-03,-0.0038519168555408954
2014-01-06,-0.007113375515583103
2014-01-07,0.01111605917106511
2014-01-08,0.009725682651672687
2014-01-09,-0.00226668921924171
2014-01-10,-0.008389068361873763
2014-01-13,-0.016940942813231635
2014-01-14,0.01663920179405781
2014-01-15,-0.00420967863582884
2014-01-16,-0.00017684058204954012
2014-01-17,0.009579955398884225
2014-01-21,0.018447038174050297
2014-01-22,-0.00618548933430107
2014-01-23,-0.011611101596180574
2014-01-24,-0.0311656453605233
2014-01-27,-0.0034113842758354573
2014-01-28,0.020879252424284588
2014-01-29,-0.02627850218540081
2014-01-30,0.04779814029767067
2014-01-31,-0.049525178569087704
2014-02-03,-0.035586235622344226
2014-02-04,0.005186483053169864
2014-02-05,-0.00432021738041316
2014-02-06,0.02322366083873704
2014-02-07,0.018137405634645123
2014-02-10,-0.0005817551913204396
2014-02-11,0.0025461240493623474
2014-02-12,-0.035275980325803764
2014-02-13,0.022507906884573076
2014-02-14,0.000419827569362029
2014-02-18,-0.010407939802686025
2014-02-19,-0.01788851918661287
