Date,AMZN_rsi14,AMZN_macd,AMZN_macd_signal,AMZN_macd_hist,AMZN_bb_upper,AMZN_bb_middle,AMZN_bb_lower,AMZN_bb_position,AMZN_bb_width,AMZN_stochastic,AMZN_mom_5,AMZN_mom_10,AMZN_mom_20,AMZN_mom_60,AMZN_mom_120,AMZN_roc_10,AMZN_roc_20,AMZN_mom_acceleration,AMZN_vol_5,AMZN_vol_10,AMZN_vol_20,AMZN_vol_60,AMZN_vol_parkinson,AMZN_volvol_20,AMZN_downside_vol_20,AMZN_vol_asymmetry,AMZN_dd_20,AMZN_dd_60,AMZN_dd_120,AMZN_dd_252,AMZN_days_since_high_60,AMZN_days_since_high_120,AMZN_sharpe_20,AMZN_sharpe_60,AMZN_sortino_20,AMZN_sortino_60,AMZN_calmar,AMZN_ma_5_20_cross,AMZN_ma_10_50_cross,AMZN_ma_20_60_cross,AMZN_ma_50_200_cross,AMZN_adx_14,AMZN_adx_28,AMZN_trend_slope_20,AMZN_trend_slope_60,AMZN_skew_20,AMZN_skew_60,AMZN_kurt_20,AMZN_kurt_60,AMZN_autocorr_1,AMZN_autocorr_5,AMZN_autocorr_10,AMZN_mkt_corr_20,AMZN_mkt_corr_60,AMZN_mkt_corr_120,AMZN_beta_60,AMZN_beta_120,AMZN_rel_strength_20,AMZN_rel_strength_60,AMZN_rel_vol,ew_value,ew_vol_5,ew_vol_20,ew_vol_60,ew_ret_5,ew_ret_20,ew_ret_60,ew_dd_60,ew_dd_120,ew_dd_252,ew_sharpe_20,ew_sharpe_60,avg_correlation_60,regime_0,regime_1,regime_2
2013-05-23,0.39304444445262865,-0.3731839374415598,-0.4857372163259734,0.229293724382237,-1.238352194350947,-1.2178456827394402,-1.1892713463911773,-0.25022903032108307,-0.07625233331116915,-0.45918574613380564,-0.5182320902713452,0.03622316451490226,-0.6405618419098164,-0.5381924267631288,-0.5686738731897696,0.036223164514900416,-0.6405618419098168,0.013773775364182932,0.41017530779954686,-0.18287542761783582,0.8344388962395091,0.2660595198134714,0.9420278947320639,-0.578816519998244,1.283223229789953,-1.0731175410590967,-0.35184032314062985,0.03855866067685036,-0.20474904786003312,-0.04555479891957881,-0.8073928259429574,-1.7305595883448777,-0.4357937704093884,-0.43691230443423784,-0.5412552775874782,-0.5591885396149961,-0.08078855258227685,0.3487641351290319,-0.23225100386786257,-0.7065304656318337,-0.685857758261045,-0.9428781020720596,-1.8205547094529122,-0.03751562773609505,-0.6208553002403097,-1.4354739520294988,-1.343403160490189,0.2280113445352505,-0.6681099029514495,-0.39365173526060465,-1.475774618883159,1.1006193510721527,0.2721441797394971,0.30341639965860295,-0.7344084526042811,0.41096094464603167,0.06256447567739443,-1.2530559326434583,-1.1156032195106875,1.1353729274953643,-1.492783799018347,-0.02312571137857357,-0.3327414712972917,-0.5241804767464853,-0.6171078707282409,1.6801215161727605,1.580779909240766,0.24910573670324576,0.2577788874146253,0.2577788874146253,1.7056290703893593,1.6721340814120738,-1.117999985633911,0.8897565210026093,-0.27386127875258304,-0.7698003589195009
2013-05-24,-0.07657151552652587,-0.4031248716545786,-0.46640042691938516,0.09844192643889346,-1.2464491520341274,-1.22037809935945,-1.1858418053639337,-0.18411775878789322,-0.237941168171298,-0.46822795249613924,-0.40003840195323664,-0.14528310218936646,-0.9593390813468594,-0.6848959464478482,-0.6914071972044233,-0.145283102189365,-0.9593390813468591,-0.139376700358399,0.3624349294086288,-0.17558398473914288,0.6905629796790179,0.2390652529631224,0.7093383170247598,-0.8263514805451233,1.2564163566573348,-1.1396388407280769,0.026187309694512075,0.03503342825079165,-0.20772818304263532,-0.048035123285760914,-0.803653628800181,-1.727575864916697,-0.7903276728489597,-0.6228188125094271,-0.7580649923751713,-0.7047556338678822,-0.08113195309554473,0.370908967709463,-0.20254743735699238,-0.7535780107486212,-0.7036949591474122,-0.9057043725196963,-1.865730116374758,0.06215718740699903,-0.6235879540955525,-1.4072004916433358,-1.2783755503096792,0.3419664243965566,-0.6593161522652965,-0.35744440834740027,-1.3999074416772994,1.0729718834837627,0.28149899995673855,0.24966559255659926,-0.7430815356018398,0.41716747601633236,0.03922549339480488,-1.5079720237831926,-1.1440205789099713,0.9218175969895266,-1.4925021879765383,0.007113560320101775,-0.34736889193503045,-0.5564435797127625,-0.35787953501834474,1.533027963187018,1.4324380786082234,0.25289730891890416,0.261568400986779,0.261568400986779,1.5586584523235403,1.5366398048485448,-1.2167117833754433,0.8897565210026093,-0.27386127875258304,-0.7698003589195009
2013-05-28,0.151310453206743,-0.42810861858505034,-0.4572878166603982,0.0072302904690404865,-1.246120197011008,-1.219017662734536,-1.1833862175520748,0.34733307620762116,-0.26866017557136934,0.30314639379733993,-0.9369830295906773,-0.38405438218217064,-0.025222620016200972,-0.715657582875198,-0.7105192873321527,-0.3840543821821703,-0.025222620016201278,0.7513126951974125,-0.5096466196736817,-0.30832522268794577,-0.15879457501112432,0.2372241361795185,0.048788459942089656,-0.27708383712245144,-0.0422387964428867,-0.4864783844109755,0.4909158147179623,0.3610894140532508,0.06781814735583698,0.18137517044331344,-0.7999144316574045,-1.7245921414885161,-0.013033224780820026,-0.6626892174618458,-0.21611294625286182,-0.7357913256196089,-0.08007998971031381,0.14562312244427666,-0.20993568818097327,-0.7241699531164759,-0.7135157472561864,-0.8702961841071319,-1.9106383877163804,0.03191553582881726,-0.6250394851920938,-0.40842429761152504,-1.2562579828999756,-0.9061360193558649,-0.6650326561880732,-0.3668529317742451,-1.378183511300089,1.172460953749903,0.5721838779497206,0.27711572535324125,-0.740703686582495,0.4393930230571757,0.03937214632139636,-0.5012434067243501,-1.1820108107859884,0.1221511505595929,-1.4742890351336708,-0.5973723135171429,-0.40102083294909396,-0.5594725033124757,-0.8603473369615224,1.643750311115237,1.4534364144731409,0.4981166860962261,0.506654635697246,0.506654635697246,1.7244959080949411,1.5612779907731287,-1.2295274150092315,0.8897565210026093,-0.27386127875258304,-0.7698003589195009
2013-05-29,0.389136416042106,-0.40729749098628576,-0.45530207910135945,0.05869604435828523,-1.2458167834301306,-1.2155723972617327,-1.176601348209783,0.10596792470119341,-0.36154090412322043,-0.07083804701079598,-0.2119540390390505,-0.07073983935437736,0.5173876261157643,-0.5990842709362365,-0.5487517110165507,-0.0707398393543784,0.5173876261157635,1.0132214908064496,0.2671465364007384,-0.0020975582101135522,-0.22204181108074758,0.29567023199027453,0.060644327391305645,0.11569031034267542,-0.25446618219579575,-0.18000653091782573,0.34354203369851466,0.2576911870619733,-0.01956255797620996,0.10862503347908799,-0.796175234514628,-1.7216084180603353,0.7358996492259353,-0.5161429890867343,0.42698745100803126,-0.6187158460471346,-0.08021447619616176,0.03727336905183393,-0.19849474083344193,-0.6596292785831182,-0.7156490467827308,-0.7548450487431867,-1.962015392039033,-0.003244613222444728,-0.6177077978215915,-0.5716439234888782,-1.2312447238389268,-0.7869279349741783,-0.7332682597836033,-0.4569707386995747,-1.478678996082701,1.2287388502888865,1.2473659988761434,0.30172677170481527,-0.7250636693845526,0.4949672994966031,0.07981186074886995,0.10092688659977249,-1.0889329307804752,0.07448701016449137,-1.5017393620192827,-0.2437995307598221,-0.5227213188082195,-0.5509798925750006,-0.4983581349548467,1.4448985660061022,1.5858530163894577,0.1285292719742563,0.13726788997514397,0.13726788997514397,1.6054497089341602,1.697109481131703,-1.2293627812998753,0.8897565210026093,-0.27386127875258304,-0.7698003589195009
2013-05-30,0.15465901409323987,-0.40508469979823997,-0.449295035790314,0.04933274840836955,-1.245385134417,-1.2132716282914884,-1.1723151868456672,0.20406568976703615,-0.4165553364398484,0.08790149095272101,-0.49020045501480264,-0.441930929928964,0.2138527020514403,-0.8532246172524968,-0.6376509256966082,-0.4419309299289644,0.21385270205144014,0.7493546979817742,0.2577619349514391,-0.11462020662229847,-0.2582180359777176,0.19391179436561487,-0.0674452994128037,0.41431881431947604,-0.2678238977548006,-0.1904619080489962,0.45239819372802986,0.3340652467235446,0.04498032052849502,0.1623611899159092,-0.7924360373718515,-1.7186246946321544,0.3370578405770231,-0.8436276306913864,0.09659763657497587,-0.8763780382478311,-0.0799074082274124,-0.10467460299852138,-0.22828589634135676,-0.6057110546473822,-0.7159623874880658,-0.5607557373111685,-2.006899739108347,-0.03280867704999929,-0.6032478712921095,-0.30587267635453974,-1.2767021575189845,-0.7998523078021356,-0.6876535471471954,-0.6810299814197268,-1.3509194264417226,1.4215988308235494,1.3146268597445745,0.3103622492129007,-0.6890020889811331,0.3811724261694375,0.08616466305625915,-0.10180985418523789,-1.2496924334240465,-0.10785956108373038,-1.4775545299552117,0.02579535785422933,-0.42177174299530884,-0.47414192687479395,-0.8629745775004815,0.8108658926808143,1.299022577303171,0.45415051432890136,0.46271233547153695,0.46271233547153695,0.815045658949562,1.3407048851882293,-1.168883722791585,0.8897565210026093,-0.27386127875258304,-0.7698003589195009
2013-05-31,0.14278628632154783,-0.3947631144922464,-0.44401959889743486,0.06387554474718417,-1.2491219124035362,-1.2096202328803145,-1.1607862813753334,0.5043104334508045,-0.6316007092813927,0.5781035732095943,0.18826095474417542,-0.2390492444203631,0.5760555169887565,-0.8837322760790197,-0.642995758118722,-0.2390492444203623,0.5760555169887568,0.9614519357492561,-0.39284685367668937,-0.12106022069266019,-0.5289551758155011,0.1851550554044688,-0.2998798556262866,0.757511840619164,-0.6342015943274444,0.2433638532162985,0.650849307619685,0.5014690021008554,0.16264574368470028,0.26032532991728347,-0.788696840229075,-1.7156409712039735,0.971511719075933,-0.884689410885816,0.7484584636800066,-0.9079994189422308,-0.07898462727633432,-0.12287093322177192,-0.24088876741588602,-0.5241654087536405,-0.7141931490368804,-0.4035222513056206,-2.0422155769529184,-0.10068961133480313,-0.5837295473636547,-0.24579829524055244,-1.2648064618210224,-0.6897287247129996,-0.6772635679328732,-0.6671006928543735,-1.4646774802246794,1.444116921445583,1.1441661911746923,0.293232993901871,-0.684850279335445,0.3971520561097082,0.08689592028086487,0.11193826005600313,-1.2419471835624676,-0.12947979961513498,-1.5043880082631584,-0.14458242467709298,-0.41545299098729754,-0.49590477239842035,0.19622336677835303,1.1629807533666265,1.2513439632131225,0.09286826435576291,0.10162624458886697,0.10162624458886697,1.20292659782661,1.3041521556918894,-1.2759493332370127,0.8897565210026093,-0.27386127875258304,-0.7698003589195009
2013-06-03,0.06766970190236202,-0.3702668138990547,-0.4376078523977171,0.11402569878830557,-1.2499016676797368,-1.2063516443278584,-1.1532081446054028,0.125322034391921,-0.7486542129562507,-0.029415765264613362,0.5274256903982284,0.08386301938589563,0.46265002047352327,-0.7700696596833009,-0.5778570933461146,0.08386301938589508,0.4626500204735243,0.5876672887033302,-0.48374567896281045,-0.1515940557298658,-0.6035725381215681,0.1903555428794198,-0.41257990924426424,1.0252625933335922,-0.6342015943274444,0.13616798352602721,0.4565842319838085,0.3649288260580374,0.047462301874204034,0.16442760128392045,-0.7849576430862987,-1.7126572477757929,0.8410983919070696,-0.7328496460809529,0.5947524890777406,-0.7910627683017616,-0.07960713889738438,-0.05086308329208147,-0.2226709499546985,-0.4552152056447012,-0.7119375925013973,-0.26466255630887175,-2.06137850782318,-0.1359953162265371,-0.5632219819275323,-0.21795028244770642,-1.3437177412641153,-0.5576767163692453,-0.6489882359965486,-0.6400031331370323,-1.4713512922209024,1.4128357401437295,0.0041761804850197,-0.11887965911946068,-0.8985246345638732,-0.02757130883348467,-0.15507130346675485,0.3388219018200155,-1.013989942721285,-0.5630629340046317,-1.5088294053217528,0.23763131431695306,-0.4858884867125763,-0.42486299467824856,-0.4124029495495567,0.41770972931422223,1.065994108780637,0.033069907097032454,0.041860354995991264,0.041860354995991264,0.4015789413771707,1.0686597474711506,-1.313893430261176,0.8897565210026093,-0.27386127875258304,-0.7698003589195009
2013-06-04,-0.2058132911938514,-0.36974396901726186,-0.4272775952832791,0.08900450447390665,-1.2496854421856327,-1.2046182147725564,-1.149862397195118,-0.11198971307853021,-0.7922563707126452,-0.3384122826654053,0.31144054392089643,-0.45530046996102574,0.06322304479921752,-0.8366101826917528,-0.6261055691259654,-0.4553004699610254,0.06322304479921884,-0.03477302686110566,-0.23631332977873104,-0.4361126171741526,-0.7192940015173026,0.20172734290426725,-0.5852839242894053,1.2476196273763756,-0.6172458765676796,-0.1101049334933989,0.3577771191520647,0.29548175464713605,-0.011122306265296693,0.1156520935794633,-0.7812184459435222,-1.709673524347612,0.24847462368131798,-0.8214038733174742,0.036266602924066166,-0.8592114228893145,-0.07957025768460987,0.014332470458110872,-0.26196825166269666,-0.4128311959854833,-0.7078504496057939,-0.14848284841168635,-2.0811234674124477,-0.15870055204785957,-0.5452569229233071,-0.07001646921396722,-1.2856033187396834,-0.495611775249148,-0.7009882889733186,-0.6810831221334115,-1.5192073825601264,1.2967615097038165,-0.5733310808982294,-0.1990833741747094,-0.9404242514402634,-0.08276271263150367,-0.18582584824828433,-0.03910413281011186,-1.1073443789672943,-0.5753357084101507,-1.5117415858878098,0.23481956721456584,-0.5695660301397696,-0.45040905198886966,-0.5007397011323369,0.09479676352823224,0.8519898433331292,-0.00613929027793339,0.002672446351638796,0.002672446351638796,0.0545094942206493,0.8596413145838476,-1.4057803675086287,0.8897565210026093,-0.27386127875258304,-0.7698003589195009
2013-06-05,-0.6213413164022309,-0.37955086807506705,-0.41890238332051805,0.040919291435657215,-1.2519445176323305,-1.2026590274222244,-1.1434048751552237,0.09912030878161919,-0.9134800228430251,0.04652227906606318,-0.32906276784950983,-0.3848040104374815,0.12379793634108578,-0.877509780487288,-0.5232773154055239,-0.3848040104374816,0.12379793634108657,0.2879629249829896,-0.8781055734068866,-0.47283155111116215,-0.7584853028427769,0.20438277019135304,-0.6474449400077681,1.4090956215996335,-0.6538828343385226,-0.060014644483407924,0.4808667675201908,0.3819959271108182,0.061859876990632535,0.17641452171094923,-0.7774792488007457,-1.7066898009194311,0.36379840951051473,-0.8760592717615924,0.13652771277069378,-0.9016563823220408,-0.07962084508858894,-0.07745333446223407,-0.28611463795611924,-0.36414470949052047,-0.7082022594881252,-0.12248740494743972,-2.0697554508764866,-0.21082768146229494,-0.5280555935968558,-0.10595401316992058,-1.2510684673881878,-0.3926494206774351,-0.7219658160214537,-0.652712098661054,-1.564782193581013,1.32060547230722,-0.3730805643387691,-0.1926345033999173,-0.9089526548355573,-0.08908446134183652,-0.20283645028255848,0.1367644638793281,-1.0815844077016141,-0.6497631565671497,-1.5430048162005108,-0.03954194519103481,-0.5880148984141178,-0.45172395197677456,-0.894680231500126,-0.07783740850357905,0.8602266614122479,-0.42706311011145975,-0.41802283185366973,-0.41802283185366973,-0.14567109426148894,0.8688938794276422,-1.4201598870686267,-1.1239029738980326,-0.27386127875258304,1.2990381056766578
2013-06-06,-0.3423908107285226,-0.37767612776281423,-0.4142843366407782,0.0341927851538825,-1.2532173907618671,-1.2008058499684457,-1.1382202852737973,0.19262180279257837,-1.0028806153666374,0.2193557496013654,-0.025540331040664315,-0.36839932273945947,0.09357123884046559,-0.7567566897966891,-0.5598580319995554,-0.3683993227394586,0.09357123884046471,0.4513777060442695,-0.9107820672449316,-0.46391606896418724,-0.7696121398244649,0.1912564073110614,-0.6784270636553406,1.504113773849815,-0.6538828343385226,-0.06685261403029309,0.5361333328780555,0.42084030785472976,0.09462847007987839,0.20369651292753083,-0.7737400516579692,-1.7037060774912502,0.316421607051236,-0.7152474621047523,0.09373522925323272,-0.7771760052180995,-0.07892632509141109,-0.09388297516910142,-0.31299818942290386,-0.32310606471741715,-0.7051199546426282,-0.1366510988601888,-2.099776035751778,-0.2463680271351935,-0.5124404039939457,-0.06828053744533774,-1.347872945989744,-0.3559673048823924,-0.648246193445417,-0.6042433483776081,-1.7192970616220273,1.2953045407582675,-0.8924420509422766,-0.40446772447615803,-1.0888408917824584,-0.34154286088883407,-0.40169290022681714,0.38729837940099576,-0.8256811822711941,-0.865623121768661,-1.5307817911171098,0.054764218818445266,-0.4865768296583397,-0.36251472416131303,-0.9725715775533244,-0.18124380996016032,0.574170253853982,-0.262493986685466,-0.2535430616399437,-0.2535430616399437,-0.281953311782177,0.5332373796060803,-1.355595999255415,-1.1239029738980326,-0.27386127875258304,1.2990381056766578
