Date,QQQ_rsi14,QQQ_macd,QQQ_macd_signal,QQQ_macd_hist,QQQ_bb_upper,QQQ_bb_middle,QQQ_bb_lower,QQQ_bb_position,QQQ_bb_width,QQQ_stochastic,QQQ_mom_5,QQQ_mom_10,QQQ_mom_20,QQQ_mom_60,QQQ_mom_120,QQQ_roc_10,QQQ_roc_20,QQQ_mom_acceleration,QQQ_vol_5,QQQ_vol_10,QQQ_vol_20,QQQ_vol_60,QQQ_vol_parkinson,QQQ_volvol_20,QQQ_downside_vol_20,QQQ_vol_asymmetry,QQQ_dd_20,QQQ_dd_60,QQQ_dd_120,QQQ_dd_252,QQQ_days_since_high_60,QQQ_days_since_high_120,QQQ_sharpe_20,QQQ_sharpe_60,QQQ_sortino_20,QQQ_sortino_60,QQQ_calmar,QQQ_ma_5_20_cross,QQQ_ma_10_50_cross,QQQ_ma_20_60_cross,QQQ_ma_50_200_cross,QQQ_adx_14,QQQ_adx_28,QQQ_trend_slope_20,QQQ_trend_slope_60,QQQ_skew_20,QQQ_skew_60,QQQ_kurt_20,QQQ_kurt_60,QQQ_autocorr_1,QQQ_autocorr_5,QQQ_autocorr_10,QQQ_mkt_corr_20,QQQ_mkt_corr_60,QQQ_mkt_corr_120,QQQ_beta_60,QQQ_beta_120,QQQ_rel_strength_20,QQQ_rel_strength_60,QQQ_rel_vol,ew_value,ew_vol_5,ew_vol_20,ew_vol_60,ew_ret_5,ew_ret_20,ew_ret_60,ew_dd_60,ew_dd_120,ew_dd_252,ew_sharpe_20,ew_sharpe_60,avg_correlation_60,regime_0,regime_1,regime_2
2015-05-13,-0.7335705365253723,-0.3794871356869708,-0.1385103353085459,-0.5783920624614711,-0.04732616814211242,-0.013293433921697394,0.021695047749029195,-0.5552672870229464,-0.5266414712635075,-0.7500118491668405,-0.030575681124849798,-1.0541783829161506,-0.26577301527010055,-0.7152311422201056,-0.5956089805808255,-1.0541783829161524,-0.2657730152701017,-0.6622986097537327,0.0824828932281748,0.5215028092385832,0.3342680847868703,-0.2262074127854021,0.49965191822832444,-0.5491367516963839,0.28890224509020074,-0.4138390926944289,-0.43995978337168656,-0.13405710340089907,-0.07387059175237312,-0.056312556242881624,-1.1068572726437105,-1.1068572726437105,-0.46744740734828866,-0.7942612803543406,-0.48879528162067293,-0.7945329568325511,-0.029447622605666034,-0.7069067916822527,-0.31381053407377973,-0.31042477048619294,-0.0943129594013857,-0.8011264925518783,-1.4372537735814215,-0.3608870377474097,-0.5933291421085138,0.006077392837009537,-0.27089774147647827,-0.8452003380600202,-0.67237727624737,-0.0038991037727411997,0.020801947893688,0.25888750990148723,0.5261700204212636,0.23805985206302538,0.38491410249871016,-0.22957725407988186,-0.6884952474295737,-0.05281450243186228,-0.3136973374945541,0.40256143867762606,-0.38153788475677014,-0.3279931992802842,-0.23671196561028288,-0.6239734564723982,0.040715980774915714,-0.2633607939639415,-1.0455882028357915,0.20684646980366492,0.21554256528844395,0.21554256528844395,-0.39643903208766657,-1.1210030553438979,-0.5366569915716655,-1.1239029738980326,-0.27386127875258304,1.2990381056766578
2015-05-14,-0.7867762438885009,-0.4117325304372481,-0.19316833613996068,-0.5368919638729316,-0.04725430805175817,-0.012930707524851984,0.022354591023192674,0.37252157429511024,-0.5309033094269077,0.17079374196035374,0.42494283284421897,-0.7449894603025293,-0.38741444252529206,-0.6924309304129529,-0.6843815391744665,-0.7449894603025277,-0.38741444252529234,-0.893951122934266,-0.16088363400316433,0.5112491416260568,0.30822742851558876,-0.2250811300092744,0.4201957158144391,-0.5232009440736021,0.28890224509020074,-0.41577255599631646,0.24566390802041904,0.3777558843878574,0.4201509488020251,0.4336802927390037,-1.1021885498017043,-1.1021885498017043,-0.5647425696893053,-0.7731474260912247,-0.5498293220282883,-0.7761428720767848,-0.02942935464173677,-0.5572681263279539,-0.3629469733025855,-0.31626038673753354,-0.11716813275310209,-0.8360300835963297,-1.488520519770606,-0.4268827241399752,-0.596478738808034,0.06939656144153042,-0.28145292143214334,-0.8108989973284073,-0.6720432171495305,-0.021705298192273553,-0.007399197062815763,0.22508691900751945,0.4999512187049604,0.23372352536136762,0.3747811141860105,-0.22611759792757305,-0.6974039445216529,-0.0472584373680736,-0.21671176677666756,0.4100404835412109,-0.33477110009194727,-0.6281236345506785,-0.2813177747717319,-0.6211289124271928,0.4804110820292134,-0.37816041326873134,-0.9590181575643928,0.6658939222120639,0.6743407767481027,0.6743407767481027,-0.514458050272418,-1.0265354109793632,-0.528205303507163,0.8897565210026093,-0.27386127875258304,-0.7698003589195009
2015-05-15,-0.758557338499048,-0.2947579013049829,-0.2438992573895567,-0.16114718742534076,-0.04140979543350732,-0.008645972716030062,0.0250186312040631,0.30669367476626713,-0.508642478162108,0.30271364188272276,0.863645025675447,0.4047825962242059,0.07697825248576215,-0.4194612436559654,-0.36965833440222584,0.4047825962242025,0.0769782524857651,-0.17514773139876982,0.23281050984967802,0.43446534492553945,0.45712484895628447,-0.14743318948372003,0.6690165207144707,-0.48215604611462737,0.3038300262300986,-0.31647798257348153,0.24566390802041904,0.3777558843878574,0.4201509488020251,0.4336802927390037,-1.0975198269596982,-1.0975198269596982,-0.21178060390527326,-0.5328501051113407,-0.31990091316248304,-0.5575344496054246,-0.02942663715820513,-0.34691120165950023,-0.2958817152239006,-0.29354559564993776,-0.13069783694075005,-0.8974747074918994,-1.50991623203384,-0.3948833547132155,-0.5723458472084648,-0.005596506208012054,-0.194556323244317,-0.9059561936453558,-0.7369030459788826,0.018460543389446287,0.1563224939455071,-0.3023961341553989,0.5940436089660691,0.2948374062087317,0.40216352935988775,-0.1524297927643221,-0.6623332971713978,0.2693334093719461,-0.10540542791491435,0.3998162116713114,-0.3385897844990805,-0.3349110178390004,-0.112921284336932,-0.5359693970393651,0.6701573381304574,-0.10346441740929835,-0.7026573466638281,0.628410965852981,0.6368781718528075,0.6368781718528075,-0.2458613125241134,-0.7544687158878367,-0.4056783863315023,0.8897565210026093,-0.27386127875258304,-0.7698003589195009
2015-05-18,-0.6904606801047137,-0.20685108554095105,-0.2590741272140155,0.07272149430219033,-0.04470674678546636,-0.0005524890765967088,0.04476402983329914,0.5793008747791174,-0.6745826364630864,0.7436975573673227,0.22790597217625375,-0.09560326423997266,0.5430875767986413,-0.5225070793734296,-0.4436015681059472,-0.09560326423997167,0.5430875767986444,-0.08736642265899924,-0.029251639683528223,0.23282086097238958,0.2339113627872988,-0.15533766114454003,0.3710865245641853,-0.47327792117696543,0.036740660218017106,-0.11203396773736653,0.453969978276571,0.533254817010598,0.5702444870311824,0.5825498345977318,-1.092851104117692,-1.092851104117692,0.20052688161929774,-0.6243013204216639,-0.026430485925132172,-0.6397222469476761,-0.029392491509774632,-0.347210860954951,-0.28424568718713794,-0.22840991863446342,-0.14475650750343572,-0.9589193313868877,-1.5281096755303611,-0.507054449512952,-0.5408585088314087,-0.033067262049061366,-0.15404740548695675,-0.735288056708317,-0.7316492219896712,-0.04048894788237844,0.10945472765720402,-0.319132547716157,0.44525341573800936,0.3564430220713215,0.4046626111918522,-0.14254248231600034,-0.6671566135141328,0.4550268117905772,-0.3682660245667321,0.41013583113395163,-0.3306646296203154,-0.3545597068618964,-0.4273560855235758,-0.5547395528239211,0.2711241627815006,0.30030822607043195,-0.8424565747566091,0.7062016923934685,0.7146266617260738,0.7146266617260738,0.2481798811345125,-0.9026519648413143,-0.3954886225275161,0.8897565210026093,-0.27386127875258304,-0.7698003589195009
2015-05-19,-0.5051334626734786,-0.09877395259465364,-0.2521184249175522,0.30611877243725777,-0.037875543187703725,0.005024595392690793,0.04902808904192074,0.4107280297816305,-0.6567663708236162,0.6503140159651978,0.64944637038733,0.00777701375175205,0.23053402013534488,-0.5702152685075829,-0.40300994436231874,0.007777013751754046,0.23053402013534333,-0.1962705254146969,-0.15900574983648866,0.2520477948153466,0.08961445413722896,-0.16448231257198032,0.17182538936204095,-0.47646088544011655,0.036740660218017106,-0.2698700408920225,0.40188808664378084,0.4943760721525473,0.53271723022479,0.5453286084617142,-1.088182381275686,-1.088182381275686,-0.022257098026967896,-0.6663838773042265,-0.19946265732372226,-0.6779113353329754,-0.029406190160043522,-0.20708381268083825,-0.274386115265368,-0.18683036836852213,-0.15233623950704286,-1.0140723720803113,-1.5412050568015963,-0.4886736400371628,-0.4908328303443307,-0.09351916983450718,-0.1474670950710118,-0.6068526040040407,-0.7186863916638425,-0.051580386902657385,0.1346026834265409,-0.14476205045752022,0.37260111074827873,0.3454802526160599,0.42212534036100025,-0.13754781211105924,-0.6435854282671803,0.18168860623355715,-0.34536869361727296,0.3280033197874701,-0.35068709051171265,-0.6183248254949278,-0.5113183093093974,-0.5750821022823733,0.6117266331096647,0.09748806929281285,-0.9277925883572736,0.5096677692465946,0.5181994471584715,0.5181994471584715,0.04250476924311948,-0.9936142637460103,-0.4250951779264399,0.8897565210026093,-0.27386127875258304,-0.7698003589195009
2015-05-20,-0.34967450149110213,-0.03105918672567345,-0.22307675857305637,0.40018204052127054,-0.03217220694278618,0.009286756898732026,0.05179137914200293,0.3840533810277836,-0.6361919921010586,0.6969574651753587,0.8266472835074223,0.5956158314420216,0.07257813107708982,-0.6139367323162395,-0.5496859797027185,0.5956158314420215,0.07257813107709007,0.05930037211259806,-0.334419593694361,-0.27309099518459845,0.08418272418079731,-0.1639803394235219,0.11166987157972658,-0.4812001412737916,0.026241041698805496,-0.23862217485528903,0.4322659059431154,0.5170528883905202,0.554605763654067,0.5670386432974638,-1.0835136584336797,-1.0835136584336797,-0.1581198916691254,-0.7060629678784831,-0.28605516687940713,-0.7125504364913074,-0.029401266130637867,-0.005839076463827309,-0.19458700034289986,-0.1567477904569917,-0.16284895338955913,-1.0168267958779018,-1.5480704057710437,-0.4612157713602565,-0.4419496453907069,0.023137854464930892,-0.12466447334506084,-0.6140038083820815,-0.724773503135791,-0.06183593637082873,0.12911775925033503,-0.09031235322563891,0.5111172372651827,0.3476188397857821,0.43793345028753883,-0.13566136930483177,-0.6558299158874189,-0.1922145958595519,-0.4200237589489927,0.325936423407975,-0.34368745765416675,-0.3362598098104628,-0.47495395861399764,-0.5751326332011578,0.36116116451170793,0.016267670047739085,-0.9276282558116851,0.5783738745322001,0.5868682482944171,0.5868682482944171,-0.058939612867480694,-0.9934359458766584,-0.3142784513307898,0.8897565210026093,-0.27386127875258304,-0.7698003589195009
2015-05-21,0.25051312217926797,0.021657370373712934,-0.18513405459117332,0.4410032483076614,-0.02663959334428571,0.012369921913165657,0.0523464066134232,0.6752405891565696,-0.6009838177097364,1.0767723380691376,0.7544357521276884,0.8881680436320019,-0.06850284941324551,-0.6160132407360164,-0.5643703505895051,0.8881680436320056,-0.06850284941324275,0.32688491107596856,-0.30528001891825074,-0.4498152527852957,0.06512399002106031,-0.16401354317896416,0.020548022137625983,-0.48774278723323605,0.026241041698805496,-0.22907192054684025,0.679630707889484,0.7017088738056161,0.7328428083634669,0.7438221844225371,-1.0788449355916736,-1.0788449355916736,-0.27877506834768423,-0.7079440887950624,-0.36561476718907987,-0.7142209735213604,-0.02868557296657247,0.19281060094297248,-0.09917640084992824,-0.13847527341873217,-0.16000658358378003,-1.0358328188377142,-1.547943828700117,-0.39699156036619926,-0.3915205553284396,0.11793766981046411,-0.12362549940055988,-0.5815271285187117,-0.7249283259481809,-0.06048467805814044,0.13802364009873883,-0.05026803046627968,0.4874501855522184,0.3569039454452096,0.4413274715454988,-0.12383335010371589,-0.6547619485791523,-0.14440186756033002,-0.28602818260146046,0.3388231856292315,-0.3329475090729234,-0.3380077843719097,-0.511348985610709,-0.5773464365370105,0.31373472952944004,-0.10454472998285745,-0.9449134338169366,0.683793694828833,0.6922308306390934,0.6922308306390934,-0.1903647099136738,-1.012018350568452,-0.2920478724615223,0.8897565210026093,-0.27386127875258304,-0.7698003589195009
2015-05-22,0.02696373496962777,0.10779986733463201,-0.14332851324129947,0.5503917292703487,-0.01798048874077162,0.01581594434693098,0.0504263830175509,0.5158830932736536,-0.5259100125163965,0.666816719546255,0.2752934002222152,0.8566173527595121,-0.027443311086013014,-0.4565804747403153,-0.5857146990971354,0.8566173527595156,-0.02744331108601206,0.3722205051228697,-1.0688131898924174,-0.4587193095743796,0.07435142148772195,-0.15801395390135514,0.047112931106826066,-0.5567846669495683,0.026241041698805496,-0.22565433643227548,0.6145214511274654,0.653105297741299,0.6859287712119575,0.6972907261073528,-1.0741762127496675,-1.0741762127496675,-0.2439322547140376,-0.5646417281603313,-0.3424206205294982,-0.5875150260616772,-0.02918239979867886,0.2662179678254164,-0.016282235074364437,-0.12302194739612624,-0.15212061297480173,-1.0272415362444423,-1.5582064368020547,-0.27105240347717957,-0.33729887639676986,0.09430255314265443,-0.19302064593848453,-0.5998857270686753,-0.7194673938586653,-0.03405636808420807,0.24065012972482072,-0.025927447568055748,0.485985545664178,0.36104148798269325,0.4499990113261427,-0.11618387241996207,-0.6580701033715651,-0.08400585327314966,-0.13369431620822725,0.35082705748338194,-0.3391041121004289,-1.1377749580986443,-0.5059800756857117,-0.5731773207809882,-0.17756953282301371,-0.06693480088026099,-0.8827171180430847,0.6233624944475926,0.631832441527445,0.631832441527445,-0.14798205264165068,-0.945114587260941,-0.2078726633064624,0.8897565210026093,-0.27386127875258304,-0.7698003589195009
2015-05-26,-0.07131874213398455,0.15688906968667463,-0.09117173696223031,0.552844160169634,-0.018553839568749477,0.015657257397529333,0.05069398973811993,-0.2248428916343841,-0.5318882895897382,-0.0656724464118391,0.22456554209772076,0.33908546055437966,-0.4486013091269595,-0.5828460501642742,-0.6780285253725404,0.33908546055438327,-0.4486013091269595,-0.23759744561614732,-1.0283279384833723,-0.6686881043093091,-0.07779907251096081,-0.16592625777604939,-0.18942513996116989,-0.5906467234639193,0.016208589058657134,-0.35849389962248024,0.06361384696634184,0.24185686741248566,0.288976001452484,0.3035750627226762,-1.0695074899076613,-1.0695074899076613,-0.6169128883169599,-0.6776805444121928,-0.5819418643370954,-0.6879073538486087,-0.02943709968544945,0.3742312510095142,0.01500652188647324,-0.13877675076422397,-0.14898180797164196,-1.0038577070602028,-1.5610147073571987,-0.04933707554256027,-0.2770728317221617,0.1379116226406769,-0.1410158336693483,-0.4070391963446654,-0.716786260442451,-0.00552515627469267,0.22978916501293056,-0.14379309058040227,0.9058447173933465,0.4391857755638969,0.498003923975891,-0.1054094523202888,-0.6441057555303182,-0.667377887983148,-0.32310441724516353,0.05388175225376733,-0.3788065515938401,-1.1223783429754246,-0.5969331908786983,-0.5770625765808282,-0.2089719184935329,-0.3670228947682961,-0.977157656716828,0.2336563422186205,0.24233788121691593,0.24233788121691593,-0.48882284908302026,-1.046786940054515,-0.16523069488220982,0.8897565210026093,-0.27386127875258304,-0.7698003589195009
2015-05-27,0.1484928891748385,0.07019603675747899,-0.03878289156434081,0.24310876353681007,-0.02415168585569926,0.01325413652624979,0.051580691213752125,0.8776671336657443,-0.5778634196891145,0.9494477099450922,-0.5804715402459626,0.04517380870899555,-0.7081763808077497,-0.7307478857531801,-0.6809516788614348,0.04517380870899666,-0.7081763808077491,-0.43997748725495756,-0.35975996016525474,-0.3623288439688704,0.03217558305000203,-0.12122374607850467,-0.018385096855941925,-0.6332789080409993,0.14992785127656522,-0.45244055457834215,0.8270891845746203,0.8117855302492696,0.8390930221970706,0.849205939395726,-1.0648387670656552,-1.0648387670656552,-0.8520539580183936,-0.8147703665074465,-0.7215620452035898,-0.8102644031450681,-0.029387038812266775,0.3037411338043481,0.01889224942895315,-0.1710170850552219,-0.14918624186769736,-1.035148186915721,-1.54053885107471,0.062129628322112114,-0.24629930287939097,0.20384590169156738,-0.10506519560829566,-0.6156163240483559,-0.7975808714001287,0.09679352582280877,0.04693342523135966,-0.08738464134523613,0.9666648471111601,0.4804041779350091,0.5200738751610259,-0.11689242929433895,-0.6719476257418123,-0.8088938245471684,-0.31326094816583605,-0.01674766998357743,-0.31989160092041374,-0.6078674694365247,-0.5085903413809438,-0.532423832276397,-0.8500885987312974,-0.844616817010707,-1.075187266054861,0.8119462163083703,0.8203137713903869,0.8203137713903869,-1.0429608945191633,-1.1516907669173224,-0.10734871175501916,-1.1239029738980326,-0.27386127875258304,1.2990381056766578
2015-05-28,0.909712245116669,0.1555027929050992,-0.015703748872053738,0.39015764166593564,-0.016484274433214027,0.015339920933722913,0.04792853848091078,0.6442037182021709,-0.4973604549076706,0.5756783775256594,0.2829643414439705,0.8345687199876278,-0.18863266602996598,-0.5860814353118677,-0.48371091859994453,0.8345687199876297,-0.18863266602996373,0.08234314407836059,0.45676793637930946,-0.06968387414486277,0.2447215563845771,-0.05695087368626041,0.24673059432466107,-0.7062423391400628,0.1681452452998049,-0.26038781480770107,0.5541592662818825,0.6080453755665755,0.6424352048095239,0.654151844976795,-1.060170044223649,-1.060170044223649,-0.3992642861120545,-0.6910642287755709,-0.4431321936666264,-0.6961563656264241,-0.02934755986404394,0.39748564033244627,0.10922458058214689,-0.16411176515737588,-0.14868023312040554,-1.0072959016523018,-1.5448804289026399,0.2877967676713352,-0.17144137720861655,0.2270915897528946,0.027869042170592852,-0.750663052993829,-0.8207456776785452,-0.14861938749654768,-0.024396585036511206,-0.46983577915336616,1.0837617086631435,0.47872553385882866,0.5256865374619283,-0.032160608970726416,-0.5923667783382004,-0.11017880697979836,-0.16349581559496792,0.16018093436970754,-0.3177798768375663,0.3828151021896305,-0.19226242133827934,-0.432857828737643,0.21961709105996108,-0.3250612645913546,-0.9256890190967249,0.753909176591179,0.7623082430273384,0.7623082430273384,-0.46301318653132545,-0.9947911253496153,0.15066036671436553,0.8897565210026093,-0.27386127875258304,-0.7698003589195009
2015-05-29,0.6627638601565242,0.19057605977336728,0.021290364301525436,0.3924823584339438,-0.008276300279276252,0.018423085948155844,0.04573793843399063,0.19998863796912117,-0.42363791106774873,0.09151074227876613,0.13569889558486078,0.6680404304582382,-0.07081882324260384,-0.5358023346010409,-0.5507623079014069,0.6680404304582366,-0.07081882324260379,0.30274412413413376,0.49259577792996684,-0.028841902737050288,0.21334136004713164,-0.0637052294587476,0.17029333265591984,-0.8620846766837427,0.15305390251417605,-0.24907874624656454,0.2688413913261931,0.3950577033434805,0.4368513285477186,0.4502444827164055,-1.0555013213816429,-1.0555013213816429,-0.29867969707756115,-0.6463336893730719,-0.3795795574475057,-0.6565664584808413,-0.02942797629586209,0.43983691845448253,0.18408732213156914,-0.1491720700610306,-0.14942437390335706,-0.9286848462461992,-1.5419775409108536,0.4356558756673842,-0.11009238983435264,0.16086985958691288,0.0030688299180707595,-0.6864454648440707,-0.8027710762662366,-0.24684372559596798,-0.20377433735125758,-0.4770419923266065,1.0779646485898766,0.47024344671141166,0.5312805315194803,-0.031220238230302073,-0.58120070930517,-0.04775533409760242,-0.1856276653240152,0.15011519156530986,-0.33207347059495507,0.38558978066401967,-0.22469273199760842,-0.4430132247181066,0.15342519827184603,-0.17159167562478364,-0.8318849738314651,0.5932601417383541,0.6017464329650027,0.6017464329650027,-0.30218567234918753,-0.8969071521086313,0.1572318210791308,0.8897565210026093,-0.27386127875258304,-0.7698003589195009
2015-06-01,0.004854261466845551,0.1483624442270158,0.05850446123571368,0.21692484511607252,-0.0054427909696283866,0.023909390551367454,0.053921167965715715,0.3522811211587991,-0.46253263252465987,0.3512245227969093,-0.42787959987414537,-0.11713839547689024,0.2195961868639979,-0.5797766812720796,-0.6412522587927386,-0.11713839547688998,0.21959618686399476,0.14261044967392436,0.5247022733019611,-0.23353267005583792,0.015916636333219457,-0.055508578255285046,-0.016820570195745257,-0.9042783473661076,-0.16948956310542648,0.039896503452340235,0.42879643115624294,0.5144629512587948,0.5521058569258656,0.5645591230349146,-1.0508325985396367,-1.0508325985396367,-0.014607355613815898,-0.6856755860456103,-0.16184825355441942,-0.6916861030771506,-0.029410021614534775,0.3041211577688506,0.1835097473120121,-0.10823751406481123,-0.15942253008439286,-0.9010221425601772,-1.5566849296611305,0.3938724049250924,-0.06750406818391226,0.36304020931412917,0.022508106384400577,-0.6139322921256317,-0.8220528270882927,-0.20811159572944887,-0.3142509407874332,-0.5937966537085727,1.0637574530624019,0.4769583179332896,0.538290544081325,-0.03581251350288731,-0.5826174185984984,0.3159438707178418,-0.18978746869981383,-0.027207641195139277,-0.32898392412068544,0.4370095317206665,-0.443960143797471,-0.4358495847223889,-0.18273634981337972,0.09819772574776994,-0.8808580272962737,0.6235125480608865,0.6319824136687588,0.6319824136687588,0.026585333028671942,-0.9481397096767745,0.15310741364620573,0.8897565210026093,-0.27386127875258304,-0.7698003589195009
2015-06-02,0.3092385930714192,0.1403730329684661,0.0791058668888294,0.1550428193918288,0.0002744321461994332,0.02701520373857483,0.05433252298264792,0.1066995168186111,-0.4252036318139481,0.10554650576535418,-0.20860119450955408,0.010304743687550955,-0.06718203328067285,-0.5463761972786791,-0.5876995445037453,0.010304743687555178,-0.06718203328067245,-0.5503672101651752,0.5623355890831735,-0.2199787770103325,-0.11430562904984833,-0.05282088138501145,-0.20157983397096474,-0.8715576071664403,-0.16948956310542648,-0.10726169375873248,0.2774858733519959,0.40151074490120303,0.44308005194409206,0.45642241155546803,-1.0461638756976306,-1.0461638756976306,-0.25267977516103435,-0.6567255602754128,-0.3414524261875326,-0.6655077557247886,-0.029428644729578523,0.2571138156004155,0.1959548842251601,-0.0926320503210318,-0.16715514358297456,-0.8940459310183593,-1.5906725514326028,0.4702400535688741,-0.016804085521364035,0.3857089505334702,0.009001687239142556,-0.40012799898308354,-0.8245481553713628,-0.21450088508452178,-0.3361297000750651,-0.5981341549495628,1.0277158295494149,0.47758353195902703,0.542139581475569,-0.03269871096489381,-0.5778075121216394,0.25541051238825146,-0.16376697781071634,0.015865459112259672,-0.33729371780067063,0.4255454306307509,-0.5738515854206767,-0.43600647538404946,-0.05846391732416756,-0.18115193154368922,-0.8502486263474988,0.5421442123012661,0.5506582570481267,0.5506582570481267,-0.27036253819994394,-0.9163282410782487,0.16106672464766783,0.8897565210026093,-0.27386127875258304,-0.7698003589195009
2015-06-03,0.37824047333621114,0.09337172375537363,0.09385148790604138,0.015982737963043624,0.003317949338253909,0.02891950328388714,0.055058817350733834,0.25831319207164993,-0.4089972219795722,0.3079693467884138,0.2167236831787205,-0.27560418056789987,-0.20802394379376252,-0.3747837661724771,-0.5223145737573671,-0.2756041805679029,-0.2080239437937612,-0.39231925786172345,0.18874366651895616,-0.22592701436788934,-0.10294174523783643,-0.09974554298987082,-0.17266695883406832,-0.8537089521224918,-0.18622868188950575,-0.07711670766896285,0.4201483799801404,0.5080072453569114,0.5458745618022435,0.5583786434407575,-1.0414951528556244,-1.0414951528556244,-0.387758999891345,-0.500351237464332,-0.42892316844248035,-0.5227857480636916,-0.029411506548932733,0.3352095348764437,0.18385957154628213,-0.09584684830039965,-0.17981995583459504,-0.8923116884165875,-1.6214609842840748,0.5258983344621212,0.006698335102124731,0.49761587420134484,-0.0352996594460428,-0.426093248826142,-0.7399613807763641,-0.18837656001750203,-0.3604658270748778,-0.4850043660729856,1.0303027761269588,0.4694193157251718,0.5284973642333841,0.11502041503694241,-0.5775224481673908,0.19585343256763244,-0.3573407058683857,0.05539382880822833,-0.3363874128423744,-0.03373506206225351,-0.564292598079816,-0.5625130961346828,0.36439405113682805,-0.2559505031472826,-0.5974396773982541,0.55101862350655,0.559527849869915,0.559527849869915,-0.3596921399242197,-0.6391371332232333,-0.21780341478084117,0.8897565210026093,-0.27386127875258304,-0.7698003589195009
2015-06-04,0.4079975005344675,0.07859590195825363,0.09543810388474874,-0.02128953255166473,0.005007602750974983,0.03560739639898548,0.06684508699888435,-0.2743182300062326,-0.4817165166272016,-1.0452234059114327,-0.44070221656466846,-0.12110377635098744,0.36326073974327966,-0.3724407653677176,-0.5248747861144023,-0.12110377635099036,0.3632607397432827,0.2788931020411268,-0.7978615263174923,-0.21472155962314238,-0.39464029620578106,-0.09953649833017103,-0.4272637597817443,-0.6935138839492501,-0.6893980228253054,0.6137657958252812,0.057030166792225306,0.23694219911431402,0.2842321749730772,0.2988699216288046,-1.0368264300136185,-1.0368264300136185,0.2565928354685103,-0.49832375140283286,0.1424431663036936,-0.5209288514953654,-0.029439441447610702,0.18050599654556543,0.1852972992801941,-0.05119922612305173,-0.18902642646188436,-0.9134104005243017,-1.649911516389648,0.46052978912269527,0.03908513587282427,0.9745684526473494,-0.03620889060996647,-0.47564227609162946,-0.7401896009553558,-0.13242214761322094,-0.34603017939152503,-0.4824789294894212,0.9653048151470369,0.4770675718600054,0.5438171842200791,0.13079502055424008,-0.5734766539817607,0.5139104059189276,-0.29493578161175643,-0.09240937847423282,-0.3508887701032814,-1.4695428267459925,-0.8015657039168065,-0.5628477155959832,-0.42413464421841135,0.09866175682222074,-0.5844782475531015,0.40902336441633985,0.41760968745654425,0.41760968745654425,0.1273680778702362,-0.6251762538639041,-0.2674372909883596,0.8897565210026093,-0.27386127875258304,-0.7698003589195009
2015-06-05,-0.5187432169319364,-0.01787293411362843,0.09349771203734072,-0.2386392105781249,-0.00488736256355689,0.04206860189386701,0.09006196580216812,-0.5304032702800513,-0.7174985004693494,-1.3749628253490687,-0.7104565842184855,-0.4334029176798716,0.34167927405987564,-0.13813012792832366,-0.38882623214269124,-0.433402917679871,0.3416792740598726,0.3888836241747868,-0.5864354128629902,-0.11030160403396252,-0.38140670139957,-0.2162280319609237,-0.41348921707002856,-0.5828657030725407,-0.6652846622344029,0.5665519847047646,-0.05536951444500983,0.15303667279895614,0.2032433404567302,0.21854154219042346,-1.0321577071716124,-1.0321577071716124,0.22823424571981638,-0.2672228000766136,0.10967132149611468,-0.2878153847630472,-0.02944335104551262,-0.040632183158509964,0.15419251580327023,-0.017752622389421047,-0.19843075594187684,-0.9323984676611231,-1.6430739197847262,0.2571230793541386,0.023086428549532752,0.9509391154031939,0.10380721972474542,-0.4892103210070739,-0.7131356938820561,-0.41454265237005933,-0.2794002549704221,-0.6757556634158333,0.9951964467206935,0.36072431839410446,0.5086413484216553,0.07743237415437794,-0.5690970732230952,0.7344106672874791,-0.16872091859125435,-0.2589952931563572,-0.3625788135054646,-1.426518685693339,-0.837994319257706,-0.6710995981409172,-0.6475101269845848,0.1564966587572034,-0.3853454597641408,0.294556096849346,0.3032045701753616,0.3032045701753616,0.21575455540176589,-0.3913576359597162,-0.3654272442746925,0.8897565210026093,-0.27386127875258304,-0.7698003589195009
