Asset,Ann_Vol,Total_Return,Sharpe,Sortino,Max_DD,Win_Rate,Total_Trades,Avg_Pos,Dir_Acc
INTC,32.012292144940005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4950199203187251
AAPL,25.065147787467147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5318725099601593
NVDA,39.53727525533062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5368525896414342
IEF,8.143041629348241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47808764940239046
HYG,7.952100685958905,0.005277736875222617,0.3431993642028499,0.4742023582045385,-0.008619230575586776,0.5074775672981057,1.0,0.05024875070643245,0.5069721115537849
BIL,0.27464981619148093,0.06422349520767748,10.147328694329099,39.659822044551234,-0.0007657345684015395,0.5952143569292123,1.0,0.5831228178586317,0.5946215139442231
